delivery_id,supplier_id,order_id,expected_date,actual_date,delay_days,on_time,delivery_score,month
DEL_SUP000024_07,SUP000024,ORD_SUP000024_07,2021-07-15,2021-07-15,0,True,100,Month_07
DEL_SUP000024_08,SUP000024,ORD_SUP000024_08,2021-08-15,2021-08-15,0,True,100,Month_08
DEL_SUP000024_09,SUP000024,ORD_SUP000024_09,2021-09-15,2021-09-27,12,False,40,Month_09
DEL_SUP000024_10,SUP000024,ORD_SUP000024_10,2021-10-15,2021-10-15,0,True,100,Month_10
DEL_SUP000024_11,SUP000024,ORD_SUP000024_11,2021-11-15,2021-11-15,0,True,100,Month_11
DEL_SUP000024_12,SUP000024,ORD_SUP000024_12,2021-12-15,2021-12-15,0,True,100,Month_12
DEL_SUP000024_13,SUP000024,ORD_SUP000024_13,2022-01-15,2022-01-15,0,True,100,Month_13
DEL_SUP000024_14,SUP000024,ORD_SUP000024_14,2022-02-15,2022-02-25,10,False,50,Month_14
DEL_SUP000024_15,SUP000024,ORD_SUP000024_15,2022-03-15,2022-03-22,7,False,65,Month_15
DEL_SUP000024_16,SUP000024,ORD_SUP000024_16,2022-04-15,2022-04-15,0,True,100,Month_16
DEL_SUP000024_17,SUP000024,ORD_SUP000024_17,2022-05-15,2022-05-15,0,True,100,Month_17
DEL_SUP000024_18,SUP000024,ORD_SUP000024_18,2022-06-15,2022-06-15,0,True,100,Month_18
DEL_SUP000024_19,SUP000024,ORD_SUP000024_19,2022-07-15,2022-07-15,0,True,100,Month_19
DEL_SUP000024_20,SUP000024,ORD_SUP000024_20,2022-08-15,2022-08-15,0,True,100,Month_20
DEL_SUP000024_21,SUP000024,ORD_SUP000024_21,2022-09-15,2022-09-27,12,False,40,Month_21
DEL_SUP000024_22,SUP000024,ORD_SUP000024_22,2022-10-15,2022-10-15,0,True,100,Month_22
DEL_SUP000024_23,SUP000024,ORD_SUP000024_23,2022-11-15,2022-11-18,3,False,85,Month_23
DEL_SUP000024_24,SUP000024,ORD_SUP000024_24,2022-12-15,2022-12-15,0,True,100,Month_24
DEL_SUP000024_25,SUP000024,ORD_SUP000024_25,2023-01-15,2023-01-15,0,True,100,Month_25
DEL_SUP000024_26,SUP000024,ORD_SUP000024_26,2023-02-15,2023-02-15,0,True,100,Month_26
DEL_SUP000024_27,SUP000024,ORD_SUP000024_27,2023-03-15,2023-03-15,0,True,100,Month_27
DEL_SUP000024_28,SUP000024,ORD_SUP000024_28,2023-04-15,2023-04-15,0,True,100,Month_28
DEL_SUP000024_29,SUP000024,ORD_SUP000024_29,2023-05-15,2023-05-15,0,True,100,Month_29
DEL_SUP000024_30,SUP000024,ORD_SUP000024_30,2023-06-15,2023-06-15,0,True,100,Month_30
DEL_SUP000024_31,SUP000024,ORD_SUP000024_31,2023-07-15,2023-07-24,9,False,55,Month_31
DEL_SUP000024_32,SUP000024,ORD_SUP000024_32,2023-08-15,2023-08-19,4,False,80,Month_32
DEL_SUP000024_33,SUP000024,ORD_SUP000024_33,2023-09-15,2023-09-25,10,False,50,Month_33
DEL_SUP000024_34,SUP000024,ORD_SUP000024_34,2023-10-15,2023-10-15,0,True,100,Month_34
DEL_SUP000024_35,SUP000024,ORD_SUP000024_35,2023-11-15,2023-11-15,0,True,100,Month_35
DEL_SUP000024_36,SUP000024,ORD_SUP000024_36,2023-12-15,2023-12-15,0,True,100,Month_36
DEL_SUP000024_37,SUP000024,ORD_SUP000024_37,2024-01-15,2024-01-15,0,True,100,Month_37
DEL_SUP000024_38,SUP000024,ORD_SUP000024_38,2024-02-15,2024-02-15,0,True,100,Month_38
DEL_SUP000024_39,SUP000024,ORD_SUP000024_39,2024-03-15,2024-03-15,0,True,100,Month_39
DEL_SUP000024_40,SUP000024,ORD_SUP000024_40,2024-04-15,2024-04-27,12,False,40,Month_40
DEL_SUP000024_41,SUP000024,ORD_SUP000024_41,2024-05-15,2024-05-15,0,True,100,Month_41
DEL_SUP000024_42,SUP000024,ORD_SUP000024_42,2024-06-15,2024-06-15,0,True,100,Month_42
DEL_SUP000024_43,SUP000024,ORD_SUP000024_43,2024-07-15,2024-07-15,0,True,100,Month_43
DEL_SUP000024_44,SUP000024,ORD_SUP000024_44,2024-08-15,2024-08-15,0,True,100,Month_44
DEL_SUP000024_45,SUP000024,ORD_SUP000024_45,2024-09-15,2024-09-27,12,False,40,Month_45
DEL_SUP000024_46,SUP000024,ORD_SUP000024_46,2024-10-15,2024-10-15,0,True,100,Month_46
DEL_SUP000024_47,SUP000024,ORD_SUP000024_47,2024-11-15,2024-11-29,14,False,30,Month_47
DEL_SUP000024_48,SUP000024,ORD_SUP000024_48,2024-12-15,2024-12-15,0,True,100,Month_48
DEL_SUP000024_49,SUP000024,ORD_SUP000024_49,2025-01-15,2025-01-15,0,True,100,Month_49
DEL_SUP000024_50,SUP000024,ORD_SUP000024_50,2025-02-15,2025-02-15,0,True,100,Month_50
DEL_SUP000024_51,SUP000024,ORD_SUP000024_51,2025-03-15,2025-03-26,11,False,45,Month_51
DEL_SUP000024_52,SUP000024,ORD_SUP000024_52,2025-04-15,2025-04-15,0,True,100,Month_52
DEL_SUP000024_53,SUP000024,ORD_SUP000024_53,2025-05-15,2025-05-18,3,False,85,Month_53
DEL_SUP000024_54,SUP000024,ORD_SUP000024_54,2025-06-15,2025-06-21,6,False,70,Month_54
DEL_SUP000024_55,SUP000024,ORD_SUP000024_55,2025-07-15,2025-07-15,0,True,100,Month_55
DEL_SUP000024_56,SUP000024,ORD_SUP000024_56,2025-08-15,2025-08-19,4,False,80,Month_56
DEL_SUP000024_57,SUP000024,ORD_SUP000024_57,2025-09-15,2025-09-15,0,True,100,Month_57
DEL_SUP000024_58,SUP000024,ORD_SUP000024_58,2025-10-15,2025-10-15,0,True,100,Month_58
DEL_SUP000024_59,SUP000024,ORD_SUP000024_59,2025-11-15,2025-11-28,13,False,35,Month_59
DEL_SUP000024_60,SUP000024,ORD_SUP000024_60,2025-12-15,2025-12-15,0,True,100,Month_60
DEL_SUP000025_01,SUP000025,ORD_SUP000025_01,2021-01-15,2021-01-15,0,True,100,Month_01
DEL_SUP000025_02,SUP000025,ORD_SUP000025_02,2021-02-15,2021-02-15,0,True,100,Month_02
DEL_SUP000025_03,SUP000025,ORD_SUP000025_03,2021-03-15,2021-03-15,0,True,100,Month_03
DEL_SUP000025_04,SUP000025,ORD_SUP000025_04,2021-04-15,2021-04-15,0,True,100,Month_04
DEL_SUP000025_05,SUP000025,ORD_SUP000025_05,2021-05-15,2021-05-15,0,True,100,Month_05
DEL_SUP000025_06,SUP000025,ORD_SUP000025_06,2021-06-15,2021-06-15,0,True,100,Month_06
DEL_SUP000025_07,SUP000025,ORD_SUP000025_07,2021-07-15,2021-07-15,0,True,100,Month_07
DEL_SUP000025_08,SUP000025,ORD_SUP000025_08,2021-08-15,2021-08-15,0,True,100,Month_08
DEL_SUP000025_09,SUP000025,ORD_SUP000025_09,2021-09-15,2021-09-15,0,True,100,Month_09
DEL_SUP000025_10,SUP000025,ORD_SUP000025_10,2021-10-15,2021-10-15,0,True,100,Month_10
DEL_SUP000025_11,SUP000025,ORD_SUP000025_11,2021-11-15,2021-11-15,0,True,100,Month_11
DEL_SUP000025_12,SUP000025,ORD_SUP000025_12,2021-12-15,2021-12-15,0,True,100,Month_12
DEL_SUP000025_13,SUP000025,ORD_SUP000025_13,2022-01-15,2022-01-15,0,True,100,Month_13
DEL_SUP000025_14,SUP000025,ORD_SUP000025_14,2022-02-15,2022-02-15,0,True,100,Month_14
DEL_SUP000025_15,SUP000025,ORD_SUP000025_15,2022-03-15,2022-03-15,0,True,100,Month_15
DEL_SUP000025_16,SUP000025,ORD_SUP000025_16,2022-04-15,2022-04-15,0,True,100,Month_16
DEL_SUP000025_17,SUP000025,ORD_SUP000025_17,2022-05-15,2022-05-15,0,True,100,Month_17
DEL_SUP000025_18,SUP000025,ORD_SUP000025_18,2022-06-15,2022-06-15,0,True,100,Month_18
DEL_SUP000025_19,SUP000025,ORD_SUP000025_19,2022-07-15,2022-07-15,0,True,100,Month_19
DEL_SUP000025_20,SUP000025,ORD_SUP000025_20,2022-08-15,2022-08-15,0,True,100,Month_20
DEL_SUP000025_21,SUP000025,ORD_SUP000025_21,2022-09-15,2022-09-15,0,True,100,Month_21
DEL_SUP000025_22,SUP000025,ORD_SUP000025_22,2022-10-15,2022-10-15,0,True,100,Month_22
DEL_SUP000025_23,SUP000025,ORD_SUP000025_23,2022-11-15,2022-11-15,0,True,100,Month_23
DEL_SUP000025_24,SUP000025,ORD_SUP000025_24,2022-12-15,2022-12-15,0,True,100,Month_24
DEL_SUP000025_25,SUP000025,ORD_SUP000025_25,2023-01-15,2023-01-15,0,True,100,Month_25
DEL_SUP000025_26,SUP000025,ORD_SUP000025_26,2023-02-15,2023-02-15,0,True,100,Month_26
DEL_SUP000025_27,SUP000025,ORD_SUP000025_27,2023-03-15,2023-03-15,0,True,100,Month_27
DEL_SUP000025_28,SUP000025,ORD_SUP000025_28,2023-04-15,2023-04-15,0,True,100,Month_28
DEL_SUP000025_29,SUP000025,ORD_SUP000025_29,2023-05-15,2023-05-15,0,True,100,Month_29
DEL_SUP000025_30,SUP000025,ORD_SUP000025_30,2023-06-15,2023-06-15,0,True,100,Month_30
DEL_SUP000025_31,SUP000025,ORD_SUP000025_31,2023-07-15,2023-07-15,0,True,100,Month_31
DEL_SUP000025_32,SUP000025,ORD_SUP000025_32,2023-08-15,2023-08-15,0,True,100,Month_32
DEL_SUP000025_33,SUP000025,ORD_SUP000025_33,2023-09-15,2023-09-15,0,True,100,Month_33
DEL_SUP000025_34,SUP000025,ORD_SUP000025_34,2023-10-15,2023-10-15,0,True,100,Month_34
DEL_SUP000025_35,SUP000025,ORD_SUP000025_35,2023-11-15,2023-11-15,0,True,100,Month_35
DEL_SUP000025_36,SUP000025,ORD_SUP000025_36,2023-12-15,2023-12-15,0,True,100,Month_36
DEL_SUP000025_37,SUP000025,ORD_SUP000025_37,2024-01-15,2024-01-15,0,True,100,Month_37
DEL_SUP000025_38,SUP000025,ORD_SUP000025_38,2024-02-15,2024-02-15,0,True,100,Month_38
DEL_SUP000025_39,SUP000025,ORD_SUP000025_39,2024-03-15,2024-03-15,0,True,100,Month_39
DEL_SUP000025_40,SUP000025,ORD_SUP000025_40,2024-04-15,2024-04-15,0,True,100,Month_40
DEL_SUP000025_41,SUP000025,ORD_SUP000025_41,2024-05-15,2024-05-15,0,True,100,Month_41
DEL_SUP000025_42,SUP000025,ORD_SUP000025_42,2024-06-15,2024-06-15,0,True,100,Month_42
DEL_SUP000025_43,SUP000025,ORD_SUP000025_43,2024-07-15,2024-07-15,0,True,100,Month_43
DEL_SUP000025_44,SUP000025,ORD_SUP000025_44,2024-08-15,2024-08-15,0,True,100,Month_44
DEL_SUP000025_45,SUP000025,ORD_SUP000025_45,2024-09-15,2024-09-15,0,True,100,Month_45
DEL_SUP000025_46,SUP000025,ORD_SUP000025_46,2024-10-15,2024-10-15,0,True,100,Month_46
DEL_SUP000025_47,SUP000025,ORD_SUP000025_47,2024-11-15,2024-11-15,0,True,100,Month_47
DEL_SUP000025_48,SUP000025,ORD_SUP000025_48,2024-12-15,2024-12-15,0,True,100,Month_48
DEL_SUP000025_49,SUP000025,ORD_SUP000025_49,2025-01-15,2025-01-15,0,True,100,Month_49
DEL_SUP000025_50,SUP000025,ORD_SUP000025_50,2025-02-15,2025-02-15,0,True,100,Month_50
DEL_SUP000025_51,SUP000025,ORD_SUP000025_51,2025-03-15,2025-03-15,0,True,100,Month_51
DEL_SUP000025_52,SUP000025,ORD_SUP000025_52,2025-04-15,2025-04-15,0,True,100,Month_52
DEL_SUP000025_53,SUP000025,ORD_SUP000025_53,2025-05-15,2025-05-15,0,True,100,Month_53
DEL_SUP000025_54,SUP000025,ORD_SUP000025_54,2025-06-15,2025-06-15,0,True,100,Month_54
DEL_SUP000025_55,SUP000025,ORD_SUP000025_55,2025-07-15,2025-07-15,0,True,100,Month_55
DEL_SUP000025_56,SUP000025,ORD_SUP000025_56,2025-08-15,2025-08-15,0,True,100,Month_56
DEL_SUP000025_57,SUP000025,ORD_SUP000025_57,2025-09-15,2025-09-15,0,True,100,Month_57
DEL_SUP000025_58,SUP000025,ORD_SUP000025_58,2025-10-15,2025-10-15,0,True,100,Month_58
DEL_SUP000025_59,SUP000025,ORD_SUP000025_59,2025-11-15,2025-11-15,0,True,100,Month_59
DEL_SUP000025_60,SUP000025,ORD_SUP000025_60,2025-12-15,2025-12-15,0,True,100,Month_60
DEL_SUP000026_01,SUP000026,ORD_SUP000026_01,2021-01-15,2021-01-15,0,True,100,Month_01
DEL_SUP000026_02,SUP000026,ORD_SUP000026_02,2021-02-15,2021-02-15,0,True,100,Month_02
DEL_SUP000026_03,SUP000026,ORD_SUP000026_03,2021-03-15,2021-03-15,0,True,100,Month_03
DEL_SUP000026_04,SUP000026,ORD_SUP000026_04,2021-04-15,2021-04-15,0,True,100,Month_04
DEL_SUP000026_05,SUP000026,ORD_SUP000026_05,2021-05-15,2021-05-15,0,True,100,Month_05
DEL_SUP000026_06,SUP000026,ORD_SUP000026_06,2021-06-15,2021-06-15,0,True,100,Month_06
DEL_SUP000026_07,SUP000026,ORD_SUP000026_07,2021-07-15,2021-07-15,0,True,100,Month_07
DEL_SUP000026_08,SUP000026,ORD_SUP000026_08,2021-08-15,2021-08-15,0,True,100,Month_08
DEL_SUP000026_09,SUP000026,ORD_SUP000026_09,2021-09-15,2021-09-15,0,True,100,Month_09
DEL_SUP000026_10,SUP000026,ORD_SUP000026_10,2021-10-15,2021-10-15,0,True,100,Month_10
DEL_SUP000026_11,SUP000026,ORD_SUP000026_11,2021-11-15,2021-11-15,0,True,100,Month_11
DEL_SUP000026_12,SUP000026,ORD_SUP000026_12,2021-12-15,2021-12-15,0,True,100,Month_12
DEL_SUP000026_13,SUP000026,ORD_SUP000026_13,2022-01-15,2022-01-15,0,True,100,Month_13
DEL_SUP000026_14,SUP000026,ORD_SUP000026_14,2022-02-15,2022-02-15,0,True,100,Month_14
DEL_SUP000026_15,SUP000026,ORD_SUP000026_15,2022-03-15,2022-03-15,0,True,100,Month_15
DEL_SUP000026_16,SUP000026,ORD_SUP000026_16,2022-04-15,2022-04-15,0,True,100,Month_16
DEL_SUP000026_17,SUP000026,ORD_SUP000026_17,2022-05-15,2022-05-15,0,True,100,Month_17
DEL_SUP000026_18,SUP000026,ORD_SUP000026_18,2022-06-15,2022-06-15,0,True,100,Month_18
DEL_SUP000026_19,SUP000026,ORD_SUP000026_19,2022-07-15,2022-07-15,0,True,100,Month_19
DEL_SUP000026_20,SUP000026,ORD_SUP000026_20,2022-08-15,2022-08-15,0,True,100,Month_20
DEL_SUP000026_21,SUP000026,ORD_SUP000026_21,2022-09-15,2022-09-15,0,True,100,Month_21
DEL_SUP000026_22,SUP000026,ORD_SUP000026_22,2022-10-15,2022-10-15,0,True,100,Month_22
DEL_SUP000026_23,SUP000026,ORD_SUP000026_23,2022-11-15,2022-11-15,0,True,100,Month_23
DEL_SUP000026_24,SUP000026,ORD_SUP000026_24,2022-12-15,2022-12-15,0,True,100,Month_24
DEL_SUP000026_25,SUP000026,ORD_SUP000026_25,2023-01-15,2023-01-15,0,True,100,Month_25
DEL_SUP000026_26,SUP000026,ORD_SUP000026_26,2023-02-15,2023-02-15,0,True,100,Month_26
DEL_SUP000026_27,SUP000026,ORD_SUP000026_27,2023-03-15,2023-03-15,0,True,100,Month_27
DEL_SUP000026_28,SUP000026,ORD_SUP000026_28,2023-04-15,2023-04-15,0,True,100,Month_28
DEL_SUP000026_29,SUP000026,ORD_SUP000026_29,2023-05-15,2023-05-15,0,True,100,Month_29
DEL_SUP000026_30,SUP000026,ORD_SUP000026_30,2023-06-15,2023-06-15,0,True,100,Month_30
DEL_SUP000026_31,SUP000026,ORD_SUP000026_31,2023-07-15,2023-07-15,0,True,100,Month_31
DEL_SUP000026_32,SUP000026,ORD_SUP000026_32,2023-08-15,2023-08-15,0,True,100,Month_32
DEL_SUP000026_33,SUP000026,ORD_SUP000026_33,2023-09-15,2023-09-15,0,True,100,Month_33
DEL_SUP000026_34,SUP000026,ORD_SUP000026_34,2023-10-15,2023-10-15,0,True,100,Month_34
DEL_SUP000026_35,SUP000026,ORD_SUP000026_35,2023-11-15,2023-11-15,0,True,100,Month_35
DEL_SUP000026_36,SUP000026,ORD_SUP000026_36,2023-12-15,2023-12-15,0,True,100,Month_36
DEL_SUP000026_37,SUP000026,ORD_SUP000026_37,2024-01-15,2024-01-15,0,True,100,Month_37
DEL_SUP000026_38,SUP000026,ORD_SUP000026_38,2024-02-15,2024-02-15,0,True,100,Month_38
DEL_SUP000026_39,SUP000026,ORD_SUP000026_39,2024-03-15,2024-03-15,0,True,100,Month_39
DEL_SUP000026_40,SUP000026,ORD_SUP000026_40,2024-04-15,2024-04-15,0,True,100,Month_40
DEL_SUP000026_41,SUP000026,ORD_SUP000026_41,2024-05-15,2024-05-15,0,True,100,Month_41
DEL_SUP000026_42,SUP000026,ORD_SUP000026_42,2024-06-15,2024-06-15,0,True,100,Month_42
DEL_SUP000026_43,SUP000026,ORD_SUP000026_43,2024-07-15,2024-07-15,0,True,100,Month_43
DEL_SUP000026_44,SUP000026,ORD_SUP000026_44,2024-08-15,2024-08-15,0,True,100,Month_44
DEL_SUP000026_45,SUP000026,ORD_SUP000026_45,2024-09-15,2024-09-15,0,True,100,Month_45
DEL_SUP000026_46,SUP000026,ORD_SUP000026_46,2024-10-15,2024-10-15,0,True,100,Month_46
DEL_SUP000026_47,SUP000026,ORD_SUP000026_47,2024-11-15,2024-11-15,0,True,100,Month_47
DEL_SUP000026_48,SUP000026,ORD_SUP000026_48,2024-12-15,2024-12-15,0,True,100,Month_48
DEL_SUP000026_49,SUP000026,ORD_SUP000026_49,2025-01-15,2025-01-15,0,True,100,Month_49
DEL_SUP000026_50,SUP000026,ORD_SUP000026_50,2025-02-15,2025-02-15,0,True,100,Month_50
DEL_SUP000026_51,SUP000026,ORD_SUP000026_51,2025-03-15,2025-03-15,0,True,100,Month_51
DEL_SUP000026_52,SUP000026,ORD_SUP000026_52,2025-04-15,2025-04-15,0,True,100,Month_52
DEL_SUP000026_53,SUP000026,ORD_SUP000026_53,2025-05-15,2025-05-15,0,True,100,Month_53
DEL_SUP000026_54,SUP000026,ORD_SUP000026_54,2025-06-15,2025-06-15,0,True,100,Month_54
DEL_SUP000026_55,SUP000026,ORD_SUP000026_55,2025-07-15,2025-07-15,0,True,100,Month_55
DEL_SUP000026_56,SUP000026,ORD_SUP000026_56,2025-08-15,2025-08-15,0,True,100,Month_56
DEL_SUP000026_57,SUP000026,ORD_SUP000026_57,2025-09-15,2025-09-15,0,True,100,Month_57
DEL_SUP000026_58,SUP000026,ORD_SUP000026_58,2025-10-15,2025-10-15,0,True,100,Month_58
DEL_SUP000026_59,SUP000026,ORD_SUP000026_59,2025-11-15,2025-11-15,0,True,100,Month_59
DEL_SUP000026_60,SUP000026,ORD_SUP000026_60,2025-12-15,2025-12-15,0,True,100,Month_60
DEL_SUP000027_01,SUP000027,ORD_SUP000027_01,2021-01-15,2021-01-15,0,True,100,Month_01
DEL_SUP000027_02,SUP000027,ORD_SUP000027_02,2021-02-15,2021-02-15,0,True,100,Month_02
DEL_SUP000027_03,SUP000027,ORD_SUP000027_03,2021-03-15,2021-03-15,0,True,100,Month_03
DEL_SUP000027_04,SUP000027,ORD_SUP000027_04,2021-04-15,2021-04-15,0,True,100,Month_04
DEL_SUP000027_05,SUP000027,ORD_SUP000027_05,2021-05-15,2021-05-15,0,True,100,Month_05
DEL_SUP000027_06,SUP000027,ORD_SUP000027_06,2021-06-15,2021-06-15,0,True,100,Month_06
DEL_SUP000027_07,SUP000027,ORD_SUP000027_07,2021-07-15,2021-07-15,0,True,100,Month_07
DEL_SUP000027_08,SUP000027,ORD_SUP000027_08,2021-08-15,2021-08-15,0,True,100,Month_08
DEL_SUP000027_09,SUP000027,ORD_SUP000027_09,2021-09-15,2021-09-15,0,True,100,Month_09
DEL_SUP000027_10,SUP000027,ORD_SUP000027_10,2021-10-15,2021-10-15,0,True,100,Month_10
DEL_SUP000027_11,SUP000027,ORD_SUP000027_11,2021-11-15,2021-11-15,0,True,100,Month_11
DEL_SUP000027_12,SUP000027,ORD_SUP000027_12,2021-12-15,2021-12-15,0,True,100,Month_12
DEL_SUP000027_13,SUP000027,ORD_SUP000027_13,2022-01-15,2022-01-15,0,True,100,Month_13
DEL_SUP000027_14,SUP000027,ORD_SUP000027_14,2022-02-15,2022-02-15,0,True,100,Month_14
DEL_SUP000027_15,SUP000027,ORD_SUP000027_15,2022-03-15,2022-03-15,0,True,100,Month_15
DEL_SUP000027_16,SUP000027,ORD_SUP000027_16,2022-04-15,2022-04-15,0,True,100,Month_16
DEL_SUP000027_17,SUP000027,ORD_SUP000027_17,2022-05-15,2022-05-15,0,True,100,Month_17
DEL_SUP000027_18,SUP000027,ORD_SUP000027_18,2022-06-15,2022-06-15,0,True,100,Month_18
DEL_SUP000027_19,SUP000027,ORD_SUP000027_19,2022-07-15,2022-07-15,0,True,100,Month_19
DEL_SUP000027_20,SUP000027,ORD_SUP000027_20,2022-08-15,2022-08-15,0,True,100,Month_20
DEL_SUP000027_21,SUP000027,ORD_SUP000027_21,2022-09-15,2022-09-15,0,True,100,Month_21
DEL_SUP000027_22,SUP000027,ORD_SUP000027_22,2022-10-15,2022-10-15,0,True,100,Month_22
DEL_SUP000027_23,SUP000027,ORD_SUP000027_23,2022-11-15,2022-11-15,0,True,100,Month_23
DEL_SUP000027_24,SUP000027,ORD_SUP000027_24,2022-12-15,2022-12-15,0,True,100,Month_24
DEL_SUP000027_25,SUP000027,ORD_SUP000027_25,2023-01-15,2023-01-15,0,True,100,Month_25
DEL_SUP000027_26,SUP000027,ORD_SUP000027_26,2023-02-15,2023-02-15,0,True,100,Month_26
DEL_SUP000027_27,SUP000027,ORD_SUP000027_27,2023-03-15,2023-03-15,0,True,100,Month_27
DEL_SUP000027_28,SUP000027,ORD_SUP000027_28,2023-04-15,2023-04-15,0,True,100,Month_28
DEL_SUP000027_29,SUP000027,ORD_SUP000027_29,2023-05-15,2023-05-15,0,True,100,Month_29
DEL_SUP000027_30,SUP000027,ORD_SUP000027_30,2023-06-15,2023-06-15,0,True,100,Month_30
DEL_SUP000027_31,SUP000027,ORD_SUP000027_31,2023-07-15,2023-07-15,0,True,100,Month_31
DEL_SUP000027_32,SUP000027,ORD_SUP000027_32,2023-08-15,2023-08-15,0,True,100,Month_32
DEL_SUP000027_33,SUP000027,ORD_SUP000027_33,2023-09-15,2023-09-15,0,True,100,Month_33
DEL_SUP000027_34,SUP000027,ORD_SUP000027_34,2023-10-15,2023-10-15,0,True,100,Month_34
DEL_SUP000027_35,SUP000027,ORD_SUP000027_35,2023-11-15,2023-11-15,0,True,100,Month_35
DEL_SUP000027_36,SUP000027,ORD_SUP000027_36,2023-12-15,2023-12-15,0,True,100,Month_36
DEL_SUP000027_37,SUP000027,ORD_SUP000027_37,2024-01-15,2024-01-15,0,True,100,Month_37
DEL_SUP000027_38,SUP000027,ORD_SUP000027_38,2024-02-15,2024-02-15,0,True,100,Month_38
DEL_SUP000027_39,SUP000027,ORD_SUP000027_39,2024-03-15,2024-03-15,0,True,100,Month_39
DEL_SUP000027_40,SUP000027,ORD_SUP000027_40,2024-04-15,2024-04-15,0,True,100,Month_40
DEL_SUP000027_41,SUP000027,ORD_SUP000027_41,2024-05-15,2024-05-15,0,True,100,Month_41
DEL_SUP000027_42,SUP000027,ORD_SUP000027_42,2024-06-15,2024-06-15,0,True,100,Month_42
DEL_SUP000027_43,SUP000027,ORD_SUP000027_43,2024-07-15,2024-07-15,0,True,100,Month_43
DEL_SUP000027_44,SUP000027,ORD_SUP000027_44,2024-08-15,2024-08-15,0,True,100,Month_44
DEL_SUP000027_45,SUP000027,ORD_SUP000027_45,2024-09-15,2024-09-15,0,True,100,Month_45
DEL_SUP000027_46,SUP000027,ORD_SUP000027_46,2024-10-15,2024-10-15,0,True,100,Month_46
DEL_SUP000027_47,SUP000027,ORD_SUP000027_47,2024-11-15,2024-11-15,0,True,100,Month_47
DEL_SUP000027_48,SUP000027,ORD_SUP000027_48,2024-12-15,2024-12-15,0,True,100,Month_48
DEL_SUP000027_49,SUP000027,ORD_SUP000027_49,2025-01-15,2025-01-15,0,True,100,Month_49
DEL_SUP000027_50,SUP000027,ORD_SUP000027_50,2025-02-15,2025-02-15,0,True,100,Month_50
DEL_SUP000027_51,SUP000027,ORD_SUP000027_51,2025-03-15,2025-03-15,0,True,100,Month_51
DEL_SUP000027_52,SUP000027,ORD_SUP000027_52,2025-04-15,2025-04-15,0,True,100,Month_52
DEL_SUP000027_53,SUP000027,ORD_SUP000027_53,2025-05-15,2025-05-15,0,True,100,Month_53
DEL_SUP000027_54,SUP000027,ORD_SUP000027_54,2025-06-15,2025-06-15,0,True,100,Month_54
DEL_SUP000027_55,SUP000027,ORD_SUP000027_55,2025-07-15,2025-07-15,0,True,100,Month_55
DEL_SUP000027_56,SUP000027,ORD_SUP000027_56,2025-08-15,2025-08-15,0,True,100,Month_56
DEL_SUP000027_57,SUP000027,ORD_SUP000027_57,2025-09-15,2025-09-15,0,True,100,Month_57
DEL_SUP000027_58,SUP000027,ORD_SUP000027_58,2025-10-15,2025-10-15,0,True,100,Month_58
DEL_SUP000027_59,SUP000027,ORD_SUP000027_59,2025-11-15,2025-11-15,0,True,100,Month_59
DEL_SUP000027_60,SUP000027,ORD_SUP000027_60,2025-12-15,2025-12-15,0,True,100,Month_60
DEL_SUP000028_01,SUP000028,ORD_SUP000028_01,2021-01-15,2021-01-15,0,True,100,Month_01
DEL_SUP000028_02,SUP000028,ORD_SUP000028_02,2021-02-15,2021-02-15,0,True,100,Month_02
DEL_SUP000028_03,SUP000028,ORD_SUP000028_03,2021-03-15,2021-03-15,0,True,100,Month_03
DEL_SUP000028_04,SUP000028,ORD_SUP000028_04,2021-04-15,2021-04-15,0,True,100,Month_04
DEL_SUP000028_05,SUP000028,ORD_SUP000028_05,2021-05-15,2021-05-15,0,True,100,Month_05
DEL_SUP000028_06,SUP000028,ORD_SUP000028_06,2021-06-15,2021-06-15,0,True,100,Month_06
DEL_SUP000028_07,SUP000028,ORD_SUP000028_07,2021-07-15,2021-07-15,0,True,100,Month_07
DEL_SUP000028_08,SUP000028,ORD_SUP000028_08,2021-08-15,2021-08-15,0,True,100,Month_08
DEL_SUP000028_09,SUP000028,ORD_SUP000028_09,2021-09-15,2021-09-15,0,True,100,Month_09
DEL_SUP000028_10,SUP000028,ORD_SUP000028_10,2021-10-15,2021-10-15,0,True,100,Month_10
DEL_SUP000028_11,SUP000028,ORD_SUP000028_11,2021-11-15,2021-11-15,0,True,100,Month_11
DEL_SUP000028_12,SUP000028,ORD_SUP000028_12,2021-12-15,2021-12-15,0,True,100,Month_12
DEL_SUP000028_13,SUP000028,ORD_SUP000028_13,2022-01-15,2022-01-15,0,True,100,Month_13
DEL_SUP000028_14,SUP000028,ORD_SUP000028_14,2022-02-15,2022-02-15,0,True,100,Month_14
DEL_SUP000028_15,SUP000028,ORD_SUP000028_15,2022-03-15,2022-03-15,0,True,100,Month_15
DEL_SUP000028_16,SUP000028,ORD_SUP000028_16,2022-04-15,2022-04-15,0,True,100,Month_16
DEL_SUP000028_17,SUP000028,ORD_SUP000028_17,2022-05-15,2022-05-15,0,True,100,Month_17
DEL_SUP000028_18,SUP000028,ORD_SUP000028_18,2022-06-15,2022-06-15,0,True,100,Month_18
DEL_SUP000028_19,SUP000028,ORD_SUP000028_19,2022-07-15,2022-07-15,0,True,100,Month_19
