order_id,supplier_id,order_value,quantity,category,status,month
ORD_SUP000025_54,SUP000025,30133523.86,886592,Logistics Services,Delivered,Month_54
ORD_SUP000025_55,SUP000025,29273331.39,259341,Logistics Services,Delivered,Month_55
ORD_SUP000025_56,SUP000025,34057819.95,500785,Logistics Services,Delivered,Month_56
ORD_SUP000025_57,SUP000025,34087251.81,815393,Logistics Services,Delivered,Month_57
ORD_SUP000025_58,SUP000025,31695031.85,275306,Logistics Services,Delivered,Month_58
ORD_SUP000025_59,SUP000025,32966552.04,303054,Logistics Services,Delivered,Month_59
ORD_SUP000025_60,SUP000025,31465288.72,234060,Logistics Services,Delivered,Month_60
ORD_SUP000026_01,SUP000026,8495659.06,51391,Chemical Agent,Delivered,Month_01
ORD_SUP000026_02,SUP000026,9017625.47,65994,Chemical Agent,Delivered,Month_02
ORD_SUP000026_03,SUP000026,9023660.13,134522,Chemical Agent,Delivered,Month_03
ORD_SUP000026_04,SUP000026,9272512.89,169993,Chemical Agent,Delivered,Month_04
ORD_SUP000026_05,SUP000026,9851546.72,87211,Chemical Agent,Delivered,Month_05
ORD_SUP000026_06,SUP000026,9237354.56,92845,Chemical Agent,Delivered,Month_06
ORD_SUP000026_07,SUP000026,7806228.37,313121,Chemical Agent,Delivered,Month_07
ORD_SUP000026_08,SUP000026,8002104.95,72651,Chemical Agent,Delivered,Month_08
ORD_SUP000026_09,SUP000026,8968396.53,64010,Chemical Agent,Delivered,Month_09
ORD_SUP000026_10,SUP000026,8682169.39,618898,Chemical Agent,Delivered,Month_10
ORD_SUP000026_11,SUP000026,10251732.11,68887,Chemical Agent,Delivered,Month_11
ORD_SUP000026_12,SUP000026,9902453.33,926413,Chemical Agent,Delivered,Month_12
ORD_SUP000026_13,SUP000026,10005426.83,97207,Chemical Agent,Delivered,Month_13
ORD_SUP000026_14,SUP000026,8667126.37,45627,Chemical Agent,Delivered,Month_14
ORD_SUP000026_15,SUP000026,8233686.35,132095,Chemical Agent,Delivered,Month_15
ORD_SUP000026_16,SUP000026,9701185.57,268560,Chemical Agent,Delivered,Month_16
ORD_SUP000026_17,SUP000026,10009133.13,436153,Chemical Agent,Delivered,Month_17
ORD_SUP000026_18,SUP000026,10031794.71,164128,Chemical Agent,Delivered,Month_18
ORD_SUP000026_19,SUP000026,9078834.12,51541,Chemical Agent,Delivered,Month_19
ORD_SUP000026_20,SUP000026,8636884.56,57369,Chemical Agent,Delivered,Month_20
ORD_SUP000026_21,SUP000026,9913109.63,127833,Chemical Agent,Delivered,Month_21
ORD_SUP000026_22,SUP000026,9314110.8,66861,Chemical Agent,Delivered,Month_22
ORD_SUP000026_23,SUP000026,9372797.13,150211,Chemical Agent,Delivered,Month_23
ORD_SUP000026_24,SUP000026,10468196.35,195068,Chemical Agent,Delivered,Month_24
ORD_SUP000026_25,SUP000026,9916020.95,483085,Chemical Agent,Delivered,Month_25
ORD_SUP000026_26,SUP000026,9356649.03,60082,Chemical Agent,Delivered,Month_26
ORD_SUP000026_27,SUP000026,8805686.7,77828,Chemical Agent,Delivered,Month_27
ORD_SUP000026_28,SUP000026,10492288.99,228882,Chemical Agent,Delivered,Month_28
ORD_SUP000026_29,SUP000026,8033378.12,41442,Chemical Agent,Delivered,Month_29
ORD_SUP000026_30,SUP000026,8868599.01,85482,Chemical Agent,Delivered,Month_30
ORD_SUP000026_31,SUP000026,10063059.72,71434,Chemical Agent,Delivered,Month_31
ORD_SUP000026_32,SUP000026,8623583.38,77249,Chemical Agent,Delivered,Month_32
ORD_SUP000026_33,SUP000026,9580052.44,105290,Chemical Agent,Delivered,Month_33
ORD_SUP000026_34,SUP000026,10428708.61,59852,Chemical Agent,Delivered,Month_34
ORD_SUP000026_35,SUP000026,9346722.38,47739,Chemical Agent,Delivered,Month_35
ORD_SUP000026_36,SUP000026,8600310.58,241781,Chemical Agent,Delivered,Month_36
ORD_SUP000026_37,SUP000026,9164334.95,150483,Chemical Agent,Delivered,Month_37
ORD_SUP000026_38,SUP000026,9212039.33,122785,Chemical Agent,Delivered,Month_38
ORD_SUP000026_39,SUP000026,9522489.81,74404,Chemical Agent,Delivered,Month_39
ORD_SUP000026_40,SUP000026,9362466.39,332306,Chemical Agent,Delivered,Month_40
ORD_SUP000026_41,SUP000026,8332537.98,274974,Chemical Agent,Delivered,Month_41
ORD_SUP000026_42,SUP000026,8816087.51,70098,Chemical Agent,Delivered,Month_42
ORD_SUP000026_43,SUP000026,10036365.38,98546,Chemical Agent,Delivered,Month_43
ORD_SUP000026_44,SUP000026,8490769.03,66693,Chemical Agent,Delivered,Month_44
ORD_SUP000026_45,SUP000026,8794313.39,74165,Chemical Agent,Delivered,Month_45
ORD_SUP000026_46,SUP000026,8270686.27,48311,Chemical Agent,Delivered,Month_46
ORD_SUP000026_47,SUP000026,8891054.78,60267,Chemical Agent,Delivered,Month_47
ORD_SUP000026_48,SUP000026,8805320.21,159308,Chemical Agent,Delivered,Month_48
ORD_SUP000026_49,SUP000026,9774992.76,50331,Chemical Agent,Delivered,Month_49
ORD_SUP000026_50,SUP000026,8657003.9,808109,Chemical Agent,Delivered,Month_50
ORD_SUP000026_51,SUP000026,8457218.35,63581,Chemical Agent,Delivered,Month_51
ORD_SUP000026_52,SUP000026,8829614.07,87806,Chemical Agent,Delivered,Month_52
ORD_SUP000026_53,SUP000026,8988256.13,220896,Chemical Agent,Delivered,Month_53
ORD_SUP000026_54,SUP000026,9995121.24,132741,Chemical Agent,Delivered,Month_54
ORD_SUP000026_55,SUP000026,10109131.51,77756,Chemical Agent,Delivered,Month_55
ORD_SUP000026_56,SUP000026,8670170.59,121574,Chemical Agent,Delivered,Month_56
ORD_SUP000026_57,SUP000026,8596529.61,93871,Chemical Agent,Delivered,Month_57
ORD_SUP000026_58,SUP000026,9048110.03,72484,Chemical Agent,Delivered,Month_58
ORD_SUP000026_59,SUP000026,9506295.45,149328,Chemical Agent,Delivered,Month_59
ORD_SUP000026_60,SUP000026,8721326.99,637268,Chemical Agent,In Transit,Month_60
ORD_SUP000027_01,SUP000027,4466089.47,25287,Packaging Supplies,Delivered,Month_01
ORD_SUP000027_02,SUP000027,4907699.37,57943,Packaging Supplies,Delivered,Month_02
ORD_SUP000027_03,SUP000027,4778820.62,28835,Packaging Supplies,Delivered,Month_03
ORD_SUP000027_04,SUP000027,5129860.2,41626,Packaging Supplies,Delivered,Month_04
ORD_SUP000027_05,SUP000027,4489848.75,23838,Packaging Supplies,Delivered,Month_05
ORD_SUP000027_06,SUP000027,5068758.18,39172,Packaging Supplies,Delivered,Month_06
ORD_SUP000027_07,SUP000027,4598153.84,44930,Packaging Supplies,Delivered,Month_07
ORD_SUP000027_08,SUP000027,5212919.3,96808,Packaging Supplies,Delivered,Month_08
ORD_SUP000027_09,SUP000027,5442604.7,94486,Packaging Supplies,Delivered,Month_09
ORD_SUP000027_10,SUP000027,4677152.16,32899,Packaging Supplies,Delivered,Month_10
ORD_SUP000027_11,SUP000027,6091374.46,41264,Packaging Supplies,Delivered,Month_11
ORD_SUP000027_12,SUP000027,5608174.2,65568,Packaging Supplies,Delivered,Month_12
ORD_SUP000027_13,SUP000027,5158232.07,26681,Packaging Supplies,Delivered,Month_13
ORD_SUP000027_14,SUP000027,4711716.97,138713,Packaging Supplies,Delivered,Month_14
ORD_SUP000027_15,SUP000027,5454513.12,40948,Packaging Supplies,Delivered,Month_15
ORD_SUP000027_16,SUP000027,5025287.81,39255,Packaging Supplies,Delivered,Month_16
ORD_SUP000027_17,SUP000027,4701792.97,23850,Packaging Supplies,Delivered,Month_17
ORD_SUP000027_18,SUP000027,4504158.17,32950,Packaging Supplies,Delivered,Month_18
ORD_SUP000027_19,SUP000027,5104138.5,31645,Packaging Supplies,Delivered,Month_19
ORD_SUP000027_20,SUP000027,4511556.26,28839,Packaging Supplies,Delivered,Month_20
ORD_SUP000027_21,SUP000027,4424659.33,26748,Packaging Supplies,Delivered,Month_21
ORD_SUP000027_22,SUP000027,5251490.07,59069,Packaging Supplies,Delivered,Month_22
ORD_SUP000027_23,SUP000027,5755075.27,59124,Packaging Supplies,Delivered,Month_23
ORD_SUP000027_24,SUP000027,5241968.39,32828,Packaging Supplies,Delivered,Month_24
ORD_SUP000027_25,SUP000027,5672613.77,37337,Packaging Supplies,Delivered,Month_25
ORD_SUP000027_26,SUP000027,5017450.94,196292,Packaging Supplies,Delivered,Month_26
ORD_SUP000027_27,SUP000027,5706135.9,33073,Packaging Supplies,Delivered,Month_27
ORD_SUP000027_28,SUP000027,4542228.33,32964,Packaging Supplies,Delivered,Month_28
ORD_SUP000027_29,SUP000027,5361380.62,146537,Packaging Supplies,Delivered,Month_29
ORD_SUP000027_30,SUP000027,5581174.34,50343,Packaging Supplies,Delivered,Month_30
ORD_SUP000027_31,SUP000027,4666169.4,23979,Packaging Supplies,Delivered,Month_31
ORD_SUP000027_32,SUP000027,5642347.89,43856,Packaging Supplies,Delivered,Month_32
ORD_SUP000027_33,SUP000027,5593840.89,39826,Packaging Supplies,Delivered,Month_33
ORD_SUP000027_34,SUP000027,5947586.13,41106,Packaging Supplies,Delivered,Month_34
ORD_SUP000027_35,SUP000027,5629386.32,64759,Packaging Supplies,Delivered,Month_35
ORD_SUP000027_36,SUP000027,4808886.0,34838,Packaging Supplies,Delivered,Month_36
ORD_SUP000027_37,SUP000027,4613727.96,213020,Packaging Supplies,Delivered,Month_37
ORD_SUP000027_38,SUP000027,5131501.38,46416,Packaging Supplies,Delivered,Month_38
ORD_SUP000027_39,SUP000027,5282951.24,29529,Packaging Supplies,Delivered,Month_39
ORD_SUP000027_40,SUP000027,6014245.87,31612,Packaging Supplies,Delivered,Month_40
ORD_SUP000027_41,SUP000027,5267003.92,26540,Packaging Supplies,Delivered,Month_41
ORD_SUP000027_42,SUP000027,5684983.8,30182,Packaging Supplies,Delivered,Month_42
ORD_SUP000027_43,SUP000027,5611428.15,37996,Packaging Supplies,Delivered,Month_43
ORD_SUP000027_44,SUP000027,4744335.36,130641,Packaging Supplies,Delivered,Month_44
ORD_SUP000027_45,SUP000027,5897696.9,37637,Packaging Supplies,Delivered,Month_45
ORD_SUP000027_46,SUP000027,5601357.46,156111,Packaging Supplies,Delivered,Month_46
ORD_SUP000027_47,SUP000027,5318125.02,60415,Packaging Supplies,Delivered,Month_47
ORD_SUP000027_48,SUP000027,5743523.08,52218,Packaging Supplies,Delivered,Month_48
ORD_SUP000027_49,SUP000027,5831296.42,35092,Packaging Supplies,Delivered,Month_49
ORD_SUP000027_50,SUP000027,4583264.25,55195,Packaging Supplies,Delivered,Month_50
ORD_SUP000027_51,SUP000027,5611741.27,43433,Packaging Supplies,Delivered,Month_51
ORD_SUP000027_52,SUP000027,5718078.47,34156,Packaging Supplies,Delivered,Month_52
ORD_SUP000027_53,SUP000027,5164753.7,58320,Packaging Supplies,Delivered,Month_53
ORD_SUP000027_54,SUP000027,5647713.41,40011,Packaging Supplies,Delivered,Month_54
ORD_SUP000027_55,SUP000027,5148859.29,93007,Packaging Supplies,Delivered,Month_55
ORD_SUP000027_56,SUP000027,5162913.9,73541,Packaging Supplies,Delivered,Month_56
ORD_SUP000027_57,SUP000027,5523889.01,45166,Packaging Supplies,Delivered,Month_57
ORD_SUP000027_58,SUP000027,5728489.88,58535,Packaging Supplies,Delivered,Month_58
ORD_SUP000027_59,SUP000027,5590186.91,33086,Packaging Supplies,Delivered,Month_59
ORD_SUP000027_60,SUP000027,4956674.29,31273,Packaging Supplies,Delayed,Month_60
ORD_SUP000028_01,SUP000028,1516545.19,39069,Chemical Agent,Delivered,Month_01
ORD_SUP000028_02,SUP000028,1766662.92,19999,Chemical Agent,Delivered,Month_02
ORD_SUP000028_03,SUP000028,1649050.88,22830,Chemical Agent,Delivered,Month_03
ORD_SUP000028_04,SUP000028,1416430.77,85082,Chemical Agent,Delivered,Month_04
ORD_SUP000028_05,SUP000028,1718517.07,9250,Chemical Agent,Delivered,Month_05
ORD_SUP000028_06,SUP000028,1473084.21,14863,Chemical Agent,Delivered,Month_06
ORD_SUP000028_07,SUP000028,1826003.05,17505,Chemical Agent,Delivered,Month_07
ORD_SUP000028_08,SUP000028,1832994.11,119532,Chemical Agent,Delivered,Month_08
ORD_SUP000028_09,SUP000028,1649257.32,20431,Chemical Agent,Delivered,Month_09
ORD_SUP000028_10,SUP000028,1744476.21,12791,Chemical Agent,Delivered,Month_10
ORD_SUP000028_11,SUP000028,2009150.69,48932,Chemical Agent,Delivered,Month_11
ORD_SUP000028_12,SUP000028,2049781.4,15880,Chemical Agent,Delivered,Month_12
ORD_SUP000028_13,SUP000028,2026796.06,15911,Chemical Agent,Delivered,Month_13
ORD_SUP000028_14,SUP000028,1820638.44,148363,Chemical Agent,Delivered,Month_14
ORD_SUP000028_15,SUP000028,2045716.18,16004,Chemical Agent,Delivered,Month_15
ORD_SUP000028_16,SUP000028,2154108.37,27181,Chemical Agent,Delivered,Month_16
ORD_SUP000028_17,SUP000028,2018621.89,16203,Chemical Agent,Delivered,Month_17
ORD_SUP000028_18,SUP000028,1982799.41,20329,Chemical Agent,Delivered,Month_18
ORD_SUP000028_19,SUP000028,2248613.89,16523,Chemical Agent,Delivered,Month_19
ORD_SUP000028_20,SUP000028,2518419.43,19136,Chemical Agent,Delivered,Month_20
ORD_SUP000028_21,SUP000028,2580053.33,28594,Chemical Agent,Delivered,Month_21
ORD_SUP000028_22,SUP000028,2521104.82,16563,Chemical Agent,Delivered,Month_22
ORD_SUP000028_23,SUP000028,2422201.27,35229,Chemical Agent,Delivered,Month_23
ORD_SUP000028_24,SUP000028,2619295.97,62768,Chemical Agent,Delivered,Month_24
ORD_SUP000028_25,SUP000028,2260577.75,16623,Chemical Agent,Delivered,Month_25
ORD_SUP000028_26,SUP000028,2684491.71,17310,Chemical Agent,Delivered,Month_26
ORD_SUP000028_27,SUP000028,2337395.4,17547,Chemical Agent,Delivered,Month_27
ORD_SUP000028_28,SUP000028,2196019.55,84977,Chemical Agent,Delivered,Month_28
ORD_SUP000028_29,SUP000028,2439617.84,31952,Chemical Agent,Delivered,Month_29
ORD_SUP000028_30,SUP000028,2857569.85,30479,Chemical Agent,Delivered,Month_30
ORD_SUP000028_31,SUP000028,2389763.69,14867,Chemical Agent,Delivered,Month_31
ORD_SUP000028_32,SUP000028,3066120.01,38512,Chemical Agent,Delivered,Month_32
ORD_SUP000028_33,SUP000028,3260477.78,16374,Chemical Agent,Delivered,Month_33
ORD_SUP000028_34,SUP000028,2787362.36,14817,Chemical Agent,Delivered,Month_34
ORD_SUP000028_35,SUP000028,3635909.48,23337,Chemical Agent,Delivered,Month_35
ORD_SUP000028_36,SUP000028,3321103.64,20758,Chemical Agent,Delivered,Month_36
ORD_SUP000028_37,SUP000028,3249380.0,38165,Chemical Agent,Delivered,Month_37
ORD_SUP000028_38,SUP000028,3194293.93,20110,Chemical Agent,Delivered,Month_38
ORD_SUP000028_39,SUP000028,3243375.38,39519,Chemical Agent,Delivered,Month_39
ORD_SUP000028_40,SUP000028,2883931.67,20829,Chemical Agent,Delivered,Month_40
ORD_SUP000028_41,SUP000028,3077946.45,16703,Chemical Agent,Delivered,Month_41
ORD_SUP000028_42,SUP000028,3601803.67,50841,Chemical Agent,Delivered,Month_42
ORD_SUP000028_43,SUP000028,3502557.09,130708,Chemical Agent,Delivered,Month_43
ORD_SUP000028_44,SUP000028,3944703.28,58680,Chemical Agent,Delivered,Month_44
ORD_SUP000028_45,SUP000028,3799286.76,23454,Chemical Agent,Delivered,Month_45
ORD_SUP000028_46,SUP000028,3895963.59,30695,Chemical Agent,Delivered,Month_46
ORD_SUP000028_47,SUP000028,3980043.37,37288,Chemical Agent,Delivered,Month_47
ORD_SUP000028_48,SUP000028,3756879.37,30853,Chemical Agent,Delivered,Month_48
ORD_SUP000028_49,SUP000028,3385563.89,160610,Chemical Agent,Delivered,Month_49
ORD_SUP000028_50,SUP000028,4426223.75,27420,Chemical Agent,Delivered,Month_50
ORD_SUP000028_51,SUP000028,3978790.38,93676,Chemical Agent,Delivered,Month_51
ORD_SUP000028_52,SUP000028,4298235.83,31139,Chemical Agent,Delivered,Month_52
ORD_SUP000028_53,SUP000028,4048238.05,66966,Chemical Agent,Delivered,Month_53
ORD_SUP000028_54,SUP000028,3733667.65,29336,Chemical Agent,Delivered,Month_54
ORD_SUP000028_55,SUP000028,4449533.0,89475,Chemical Agent,Delivered,Month_55
ORD_SUP000028_56,SUP000028,4449273.8,28645,Chemical Agent,Delivered,Month_56
ORD_SUP000028_57,SUP000028,4663921.42,23909,Chemical Agent,Delivered,Month_57
ORD_SUP000028_58,SUP000028,5189327.1,168685,Chemical Agent,Delivered,Month_58
ORD_SUP000028_59,SUP000028,5660371.65,208097,Chemical Agent,Delivered,Month_59
ORD_SUP000028_60,SUP000028,5468086.46,29864,Chemical Agent,Delayed,Month_60
ORD_SUP000029_01,SUP000029,9552585.84,76502,Raw Materials,Delivered,Month_01
ORD_SUP000029_02,SUP000029,8397749.16,60085,Raw Materials,Delivered,Month_02
ORD_SUP000029_03,SUP000029,10586458.17,649563,Raw Materials,Delivered,Month_03
ORD_SUP000029_04,SUP000029,8546955.14,186186,Raw Materials,Delivered,Month_04
ORD_SUP000029_05,SUP000029,10321249.08,64412,Raw Materials,Delivered,Month_05
ORD_SUP000029_06,SUP000029,10515401.51,68644,Raw Materials,Delivered,Month_06
ORD_SUP000029_07,SUP000029,10056248.11,180529,Raw Materials,Delivered,Month_07
ORD_SUP000029_08,SUP000029,10016795.85,77415,Raw Materials,Delivered,Month_08
ORD_SUP000029_09,SUP000029,9761618.85,212784,Raw Materials,Delivered,Month_09
ORD_SUP000029_10,SUP000029,10351644.83,103481,Raw Materials,Delivered,Month_10
ORD_SUP000029_11,SUP000029,10041855.84,774643,Raw Materials,Delivered,Month_11
ORD_SUP000029_12,SUP000029,9546500.7,58214,Raw Materials,Delivered,Month_12
ORD_SUP000029_13,SUP000029,10142766.66,139253,Raw Materials,Delivered,Month_13
ORD_SUP000029_14,SUP000029,9562308.54,129705,Raw Materials,Delivered,Month_14
ORD_SUP000029_15,SUP000029,9940916.62,146346,Raw Materials,Delivered,Month_15
ORD_SUP000029_16,SUP000029,9067088.53,47376,Raw Materials,Delivered,Month_16
ORD_SUP000029_17,SUP000029,8993265.86,71103,Raw Materials,Delivered,Month_17
ORD_SUP000029_18,SUP000029,9030274.15,75595,Raw Materials,Delivered,Month_18
ORD_SUP000029_19,SUP000029,8521691.78,50511,Raw Materials,Delivered,Month_19
ORD_SUP000029_20,SUP000029,10171623.15,66568,Raw Materials,Delivered,Month_20
ORD_SUP000029_21,SUP000029,9113185.13,64127,Raw Materials,Delivered,Month_21
ORD_SUP000029_22,SUP000029,10844621.38,63604,Raw Materials,Delivered,Month_22
ORD_SUP000029_23,SUP000029,9271354.44,123402,Raw Materials,Delivered,Month_23
ORD_SUP000029_24,SUP000029,9268952.76,47833,Raw Materials,Delivered,Month_24
ORD_SUP000029_25,SUP000029,7981371.26,41204,Raw Materials,Delivered,Month_25
ORD_SUP000029_26,SUP000029,9549268.57,47926,Raw Materials,Delivered,Month_26
ORD_SUP000029_27,SUP000029,10184075.07,58453,Raw Materials,Delivered,Month_27
ORD_SUP000029_28,SUP000029,9544610.27,100578,Raw Materials,Delivered,Month_28
ORD_SUP000029_29,SUP000029,8815676.89,90341,Raw Materials,Delivered,Month_29
ORD_SUP000029_30,SUP000029,9292432.96,145041,Raw Materials,Delivered,Month_30
ORD_SUP000029_31,SUP000029,9342252.83,77103,Raw Materials,Delivered,Month_31
ORD_SUP000029_32,SUP000029,8510128.72,61627,Raw Materials,Delivered,Month_32
ORD_SUP000029_33,SUP000029,10030877.08,69081,Raw Materials,Delivered,Month_33
ORD_SUP000029_34,SUP000029,9939961.2,59724,Raw Materials,Delivered,Month_34
ORD_SUP000029_35,SUP000029,9534646.95,52160,Raw Materials,Delivered,Month_35
ORD_SUP000029_36,SUP000029,9702269.33,94731,Raw Materials,Delivered,Month_36
ORD_SUP000029_37,SUP000029,7789213.71,40663,Raw Materials,Delivered,Month_37
ORD_SUP000029_38,SUP000029,9652184.3,480831,Raw Materials,Delivered,Month_38
ORD_SUP000029_39,SUP000029,8793967.53,89393,Raw Materials,Delivered,Month_39
ORD_SUP000029_40,SUP000029,10313322.34,347793,Raw Materials,Delivered,Month_40
ORD_SUP000029_41,SUP000029,9947609.99,77496,Raw Materials,Delivered,Month_41
ORD_SUP000029_42,SUP000029,9388964.96,126553,Raw Materials,Delivered,Month_42
ORD_SUP000029_43,SUP000029,8514770.11,351421,Raw Materials,Delivered,Month_43
ORD_SUP000029_44,SUP000029,9383177.26,527699,Raw Materials,Delivered,Month_44
ORD_SUP000029_45,SUP000029,8538726.6,42731,Raw Materials,Delivered,Month_45
ORD_SUP000029_46,SUP000029,10798980.87,91833,Raw Materials,Delivered,Month_46
ORD_SUP000029_47,SUP000029,9637964.45,355988,Raw Materials,Delivered,Month_47
ORD_SUP000029_48,SUP000029,10021440.06,154652,Raw Materials,Delivered,Month_48
ORD_SUP000029_49,SUP000029,8937554.24,49848,Raw Materials,Delivered,Month_49
ORD_SUP000029_50,SUP000029,9367596.85,57796,Raw Materials,Delivered,Month_50
ORD_SUP000029_51,SUP000029,8460783.89,110432,Raw Materials,Delivered,Month_51
ORD_SUP000029_52,SUP000029,8432484.01,42304,Raw Materials,Delivered,Month_52
ORD_SUP000029_53,SUP000029,10238218.46,90646,Raw Materials,Delivered,Month_53
ORD_SUP000029_54,SUP000029,9214082.87,90471,Raw Materials,Delivered,Month_54
ORD_SUP000029_55,SUP000029,9274662.07,56608,Raw Materials,Delivered,Month_55
ORD_SUP000029_56,SUP000029,9297848.57,53653,Raw Materials,Delivered,Month_56
ORD_SUP000029_57,SUP000029,9433913.11,79264,Raw Materials,Delivered,Month_57
ORD_SUP000029_58,SUP000029,9882620.46,73034,Raw Materials,Delivered,Month_58
ORD_SUP000029_59,SUP000029,8386663.46,230916,Raw Materials,Delivered,Month_59
ORD_SUP000029_60,SUP000029,10288245.7,125638,Raw Materials,Delayed,Month_60
ORD_SUP000030_01,SUP000030,1631718.81,21861,Electronic Components,Delivered,Month_01
ORD_SUP000030_02,SUP000030,1307062.43,8648,Electronic Components,Delivered,Month_02
ORD_SUP000030_03,SUP000030,1494895.35,147561,Electronic Components,Delivered,Month_03
ORD_SUP000030_04,SUP000030,1274477.83,7540,Electronic Components,Delivered,Month_04
ORD_SUP000030_05,SUP000030,1431732.38,20843,Electronic Components,Delivered,Month_05
ORD_SUP000030_06,SUP000030,1222233.98,55864,Electronic Components,Delivered,Month_06
ORD_SUP000030_07,SUP000030,1158615.14,14708,Electronic Components,Delivered,Month_07
ORD_SUP000030_08,SUP000030,1303335.47,17494,Electronic Components,Delivered,Month_08
ORD_SUP000030_09,SUP000030,1096335.57,8503,Electronic Components,Delivered,Month_09
ORD_SUP000030_10,SUP000030,1310394.79,7261,Electronic Components,Delivered,Month_10
ORD_SUP000030_11,SUP000030,1120997.18,7193,Electronic Components,Delivered,Month_11
ORD_SUP000030_12,SUP000030,1023615.24,31384,Electronic Components,Delivered,Month_12
ORD_SUP000030_13,SUP000030,1010967.1,5478,Electronic Components,Delivered,Month_13
ORD_SUP000030_14,SUP000030,915636.1,7244,Electronic Components,Delivered,Month_14
ORD_SUP000030_15,SUP000030,1117024.42,20805,Electronic Components,Delivered,Month_15
ORD_SUP000030_16,SUP000030,1017304.41,18160,Electronic Components,Delivered,Month_16
ORD_SUP000030_17,SUP000030,892591.04,6097,Electronic Components,Delivered,Month_17
ORD_SUP000030_18,SUP000030,868386.67,6954,Electronic Components,Delivered,Month_18
ORD_SUP000030_19,SUP000030,1021079.01,5517,Electronic Components,Delivered,Month_19
ORD_SUP000030_20,SUP000030,946961.03,5143,Electronic Components,Delivered,Month_20
ORD_SUP000030_21,SUP000030,994985.11,18779,Electronic Components,Delivered,Month_21
ORD_SUP000030_22,SUP000030,832494.59,5053,Electronic Components,Delivered,Month_22
ORD_SUP000030_23,SUP000030,1010676.06,7672,Electronic Components,Delivered,Month_23
ORD_SUP000030_24,SUP000030,753380.0,4334,Electronic Components,Delivered,Month_24
ORD_SUP000030_25,SUP000030,847516.69,7549,Electronic Components,Delivered,Month_25
ORD_SUP000030_26,SUP000030,845550.55,7881,Electronic Components,Delivered,Month_26
ORD_SUP000030_27,SUP000030,744284.49,4082,Electronic Components,Delivered,Month_27
ORD_SUP000030_28,SUP000030,816127.39,5855,Electronic Components,Delivered,Month_28
ORD_SUP000030_29,SUP000030,762754.81,4323,Electronic Components,Delivered,Month_29
ORD_SUP000030_30,SUP000030,717911.42,4637,Electronic Components,Delivered,Month_30
ORD_SUP000030_31,SUP000030,652377.21,3705,Electronic Components,Delivered,Month_31
ORD_SUP000030_32,SUP000030,612178.16,16012,Electronic Components,Delivered,Month_32
ORD_SUP000030_33,SUP000030,741103.82,8130,Electronic Components,Delivered,Month_33
ORD_SUP000030_34,SUP000030,684623.3,12835,Electronic Components,Delivered,Month_34
ORD_SUP000030_35,SUP000030,635897.57,4955,Electronic Components,Delivered,Month_35
ORD_SUP000030_36,SUP000030,642581.95,4607,Electronic Components,Delivered,Month_36
ORD_SUP000030_37,SUP000030,623764.72,24602,Electronic Components,Delivered,Month_37
ORD_SUP000030_38,SUP000030,523221.52,40423,Electronic Components,Delivered,Month_38
ORD_SUP000030_39,SUP000030,510075.71,3659,Electronic Components,Delivered,Month_39
ORD_SUP000030_40,SUP000030,528884.42,3045,Electronic Components,Delivered,Month_40
ORD_SUP000030_41,SUP000030,493363.04,5632,Electronic Components,Delivered,Month_41
ORD_SUP000030_42,SUP000030,593245.44,5459,Electronic Components,Delivered,Month_42
ORD_SUP000030_43,SUP000030,538991.26,3305,Electronic Components,Delivered,Month_43
ORD_SUP000030_44,SUP000030,540608.84,3887,Electronic Components,Delivered,Month_44
ORD_SUP000030_45,SUP000030,491429.09,4916,Electronic Components,Delivered,Month_45
ORD_SUP000030_46,SUP000030,560761.73,3560,Electronic Components,Delivered,Month_46
ORD_SUP000030_47,SUP000030,533707.3,3054,Electronic Components,Delivered,Month_47
ORD_SUP000030_48,SUP000030,464109.65,2979,Electronic Components,Delivered,Month_48
ORD_SUP000030_49,SUP000030,436819.63,3996,Electronic Components,Delivered,Month_49
ORD_SUP000030_50,SUP000030,433685.44,9201,Electronic Components,Delivered,Month_50
ORD_SUP000030_51,SUP000030,453612.51,4367,Electronic Components,Delivered,Month_51
ORD_SUP000030_52,SUP000030,429408.23,6154,Electronic Components,Delivered,Month_52
ORD_SUP000030_53,SUP000030,383617.26,8472,Electronic Components,Delivered,Month_53
ORD_SUP000030_54,SUP000030,403633.66,8323,Electronic Components,Delivered,Month_54
ORD_SUP000030_55,SUP000030,349657.76,1933,Electronic Components,Delivered,Month_55
ORD_SUP000030_56,SUP000030,426087.14,3062,Electronic Components,Delivered,Month_56
ORD_SUP000030_57,SUP000030,408912.7,3550,Electronic Components,Delivered,Month_57
ORD_SUP000030_58,SUP000030,354187.9,1796,Electronic Components,Delivered,Month_58
ORD_SUP000030_59,SUP000030,355179.14,4470,Electronic Components,Delivered,Month_59
ORD_SUP000030_60,SUP000030,369784.04,3356,Electronic Components,Delayed,Month_60
ORD_SUP000031_01,SUP000031,8975635.1,59637,Raw Materials,Delivered,Month_01
ORD_SUP000031_02,SUP000031,10077360.01,64144,Raw Materials,Delivered,Month_02
ORD_SUP000031_03,SUP000031,8150883.74,52566,Raw Materials,Delivered,Month_03
ORD_SUP000031_04,SUP000031,7786139.66,373095,Raw Materials,Delivered,Month_04
ORD_SUP000031_05,SUP000031,8846676.64,112003,Raw Materials,Delivered,Month_05
ORD_SUP000031_06,SUP000031,9559251.01,368331,Raw Materials,Delivered,Month_06
