complaint_id,supplier_id,type,severity,resolved,month
COM_SUP000047_43_1,SUP000047,Late Delivery Delay,HIGH,True,Month_43
COM_SUP000047_43_2,SUP000047,Late Delivery Delay,HIGH,False,Month_43
COM_SUP000047_43_3,SUP000047,Late Delivery Delay,HIGH,False,Month_43
COM_SUP000047_44_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_44
COM_SUP000047_44_2,SUP000047,Product Quality Defect,CRITICAL,False,Month_44
COM_SUP000047_44_3,SUP000047,Product Quality Defect,CRITICAL,True,Month_44
COM_SUP000047_45_1,SUP000047,Late Delivery Delay,HIGH,True,Month_45
COM_SUP000047_45_2,SUP000047,Customer Service Unresponsiveness,LOW,False,Month_45
COM_SUP000047_45_3,SUP000047,Product Quality Defect,CRITICAL,True,Month_45
COM_SUP000047_46_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_46
COM_SUP000047_46_2,SUP000047,Late Delivery Delay,HIGH,False,Month_46
COM_SUP000047_46_3,SUP000047,Late Delivery Delay,HIGH,True,Month_46
COM_SUP000047_46_4,SUP000047,Late Delivery Delay,HIGH,False,Month_46
COM_SUP000047_47_1,SUP000047,Late Delivery Delay,HIGH,True,Month_47
COM_SUP000047_47_2,SUP000047,Late Delivery Delay,HIGH,False,Month_47
COM_SUP000047_47_3,SUP000047,Customer Service Unresponsiveness,MEDIUM,True,Month_47
COM_SUP000047_48_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_48
COM_SUP000047_48_2,SUP000047,Invoicing Mismatch,MEDIUM,False,Month_48
COM_SUP000047_49_1,SUP000047,Late Delivery Delay,LOW,False,Month_49
COM_SUP000047_49_2,SUP000047,Late Delivery Delay,LOW,True,Month_49
COM_SUP000047_51_1,SUP000047,Late Delivery Delay,HIGH,True,Month_51
COM_SUP000047_51_2,SUP000047,Late Delivery Delay,HIGH,False,Month_51
COM_SUP000047_52_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_52
COM_SUP000047_52_2,SUP000047,Product Quality Defect,CRITICAL,False,Month_52
COM_SUP000047_52_3,SUP000047,Late Delivery Delay,HIGH,True,Month_52
COM_SUP000047_54_1,SUP000047,Product Quality Defect,CRITICAL,False,Month_54
COM_SUP000047_54_2,SUP000047,Product Quality Defect,CRITICAL,True,Month_54
COM_SUP000047_56_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_56
COM_SUP000047_56_2,SUP000047,Customer Service Unresponsiveness,LOW,True,Month_56
COM_SUP000047_57_1,SUP000047,Late Delivery Delay,HIGH,False,Month_57
COM_SUP000047_57_2,SUP000047,Late Delivery Delay,HIGH,True,Month_57
COM_SUP000047_57_3,SUP000047,Late Delivery Delay,HIGH,False,Month_57
COM_SUP000047_57_4,SUP000047,Late Delivery Delay,HIGH,True,Month_57
COM_SUP000047_59_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_59
COM_SUP000047_59_2,SUP000047,Late Delivery Delay,MEDIUM,False,Month_59
COM_SUP000047_59_3,SUP000047,Product Quality Defect,CRITICAL,False,Month_59
COM_SUP000047_60_1,SUP000047,Product Quality Defect,CRITICAL,True,Month_60
COM_SUP000047_60_2,SUP000047,Invoicing Mismatch,LOW,False,Month_60
COM_SUP000049_35_1,SUP000049,Product Quality Defect,MEDIUM,True,Month_35
COM_SUP000049_35_2,SUP000049,Product Quality Defect,MEDIUM,True,Month_35
COM_SUP000049_45_1,SUP000049,Late Delivery Delay,LOW,False,Month_45
COM_SUP000050_01_1,SUP000050,Late Delivery Delay,HIGH,True,Month_01
COM_SUP000050_01_2,SUP000050,Late Delivery Delay,HIGH,False,Month_01
COM_SUP000050_01_3,SUP000050,Late Delivery Delay,HIGH,False,Month_01
COM_SUP000050_02_1,SUP000050,Late Delivery Delay,HIGH,True,Month_02
COM_SUP000050_02_2,SUP000050,Late Delivery Delay,HIGH,True,Month_02
COM_SUP000050_02_3,SUP000050,Late Delivery Delay,HIGH,True,Month_02
COM_SUP000050_03_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_03
COM_SUP000050_03_2,SUP000050,Customer Service Unresponsiveness,LOW,False,Month_03
COM_SUP000050_03_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_03
COM_SUP000050_03_4,SUP000050,Late Delivery Delay,LOW,True,Month_03
COM_SUP000050_04_1,SUP000050,Late Delivery Delay,HIGH,False,Month_04
COM_SUP000050_04_2,SUP000050,Late Delivery Delay,HIGH,True,Month_04
COM_SUP000050_04_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_04
COM_SUP000050_05_1,SUP000050,Late Delivery Delay,HIGH,False,Month_05
COM_SUP000050_05_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_05
COM_SUP000050_05_3,SUP000050,Late Delivery Delay,HIGH,True,Month_05
COM_SUP000050_09_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_09
COM_SUP000050_09_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_09
COM_SUP000050_09_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_09
COM_SUP000050_10_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_10
COM_SUP000050_10_2,SUP000050,Packaging Damage,MEDIUM,False,Month_10
COM_SUP000050_10_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_10
COM_SUP000050_11_1,SUP000050,Invoicing Mismatch,LOW,False,Month_11
COM_SUP000050_11_2,SUP000050,Late Delivery Delay,HIGH,True,Month_11
COM_SUP000050_11_3,SUP000050,Late Delivery Delay,HIGH,True,Month_11
COM_SUP000050_12_1,SUP000050,Customer Service Unresponsiveness,MEDIUM,True,Month_12
COM_SUP000050_12_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_12
COM_SUP000050_12_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_12
COM_SUP000050_15_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_15
COM_SUP000050_15_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_15
COM_SUP000050_17_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_17
COM_SUP000050_17_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_17
COM_SUP000050_22_1,SUP000050,Late Delivery Delay,LOW,True,Month_22
COM_SUP000050_22_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_22
COM_SUP000050_22_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_22
COM_SUP000050_23_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_23
COM_SUP000050_23_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_23
COM_SUP000050_23_3,SUP000050,Late Delivery Delay,LOW,True,Month_23
COM_SUP000050_23_4,SUP000050,Late Delivery Delay,MEDIUM,True,Month_23
COM_SUP000050_24_1,SUP000050,Late Delivery Delay,HIGH,False,Month_24
COM_SUP000050_24_2,SUP000050,Late Delivery Delay,HIGH,True,Month_24
COM_SUP000050_27_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_27
COM_SUP000050_27_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_27
COM_SUP000050_28_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_28
COM_SUP000050_28_2,SUP000050,Late Delivery Delay,HIGH,False,Month_28
COM_SUP000050_28_3,SUP000050,Late Delivery Delay,HIGH,True,Month_28
COM_SUP000050_29_1,SUP000050,Late Delivery Delay,HIGH,True,Month_29
COM_SUP000050_29_2,SUP000050,Customer Service Unresponsiveness,LOW,False,Month_29
COM_SUP000050_30_1,SUP000050,Late Delivery Delay,HIGH,True,Month_30
COM_SUP000050_30_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_30
COM_SUP000050_30_3,SUP000050,Late Delivery Delay,HIGH,False,Month_30
COM_SUP000050_31_1,SUP000050,Late Delivery Delay,HIGH,True,Month_31
COM_SUP000050_31_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_31
COM_SUP000050_31_3,SUP000050,Late Delivery Delay,HIGH,True,Month_31
COM_SUP000050_31_4,SUP000050,Late Delivery Delay,HIGH,False,Month_31
COM_SUP000050_32_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_32
COM_SUP000050_32_2,SUP000050,Late Delivery Delay,LOW,True,Month_32
COM_SUP000050_34_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_34
COM_SUP000050_34_2,SUP000050,Late Delivery Delay,MEDIUM,True,Month_34
COM_SUP000050_34_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_34
COM_SUP000050_35_1,SUP000050,Late Delivery Delay,HIGH,True,Month_35
COM_SUP000050_35_2,SUP000050,Late Delivery Delay,HIGH,True,Month_35
COM_SUP000050_35_3,SUP000050,Late Delivery Delay,HIGH,True,Month_35
COM_SUP000050_36_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_36
COM_SUP000050_36_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_36
COM_SUP000050_36_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_36
COM_SUP000050_37_1,SUP000050,Late Delivery Delay,HIGH,False,Month_37
COM_SUP000050_37_2,SUP000050,Late Delivery Delay,HIGH,True,Month_37
COM_SUP000050_37_3,SUP000050,Customer Service Unresponsiveness,LOW,False,Month_37
COM_SUP000050_38_1,SUP000050,Customer Service Unresponsiveness,LOW,True,Month_38
COM_SUP000050_38_2,SUP000050,Late Delivery Delay,HIGH,True,Month_38
COM_SUP000050_38_3,SUP000050,Late Delivery Delay,HIGH,True,Month_38
COM_SUP000050_38_4,SUP000050,Late Delivery Delay,HIGH,True,Month_38
COM_SUP000050_40_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_40
COM_SUP000050_40_2,SUP000050,Late Delivery Delay,HIGH,True,Month_40
COM_SUP000050_40_3,SUP000050,Late Delivery Delay,HIGH,True,Month_40
COM_SUP000050_45_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_45
COM_SUP000050_45_2,SUP000050,Late Delivery Delay,MEDIUM,True,Month_45
COM_SUP000050_45_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_45
COM_SUP000050_45_4,SUP000050,Late Delivery Delay,MEDIUM,False,Month_45
COM_SUP000050_46_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_46
COM_SUP000050_46_2,SUP000050,Packaging Damage,LOW,True,Month_46
COM_SUP000050_47_1,SUP000050,Late Delivery Delay,HIGH,False,Month_47
COM_SUP000050_47_2,SUP000050,Late Delivery Delay,HIGH,True,Month_47
COM_SUP000050_47_3,SUP000050,Late Delivery Delay,HIGH,False,Month_47
COM_SUP000050_48_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_48
COM_SUP000050_48_2,SUP000050,Late Delivery Delay,HIGH,False,Month_48
COM_SUP000050_48_3,SUP000050,Product Quality Defect,CRITICAL,False,Month_48
COM_SUP000050_48_4,SUP000050,Product Quality Defect,CRITICAL,False,Month_48
COM_SUP000050_49_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_49
COM_SUP000050_49_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_49
COM_SUP000050_49_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_49
COM_SUP000050_50_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_50
COM_SUP000050_50_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_50
COM_SUP000050_53_1,SUP000050,Late Delivery Delay,MEDIUM,True,Month_53
COM_SUP000050_53_2,SUP000050,Late Delivery Delay,LOW,True,Month_53
COM_SUP000050_53_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_53
COM_SUP000050_53_4,SUP000050,Customer Service Unresponsiveness,MEDIUM,True,Month_53
COM_SUP000050_54_1,SUP000050,Packaging Damage,MEDIUM,True,Month_54
COM_SUP000050_54_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_54
COM_SUP000050_55_1,SUP000050,Product Quality Defect,CRITICAL,True,Month_55
COM_SUP000050_55_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_55
COM_SUP000050_56_1,SUP000050,Product Quality Defect,CRITICAL,False,Month_56
COM_SUP000050_56_2,SUP000050,Product Quality Defect,CRITICAL,False,Month_56
COM_SUP000050_56_3,SUP000050,Product Quality Defect,CRITICAL,True,Month_56
COM_SUP000050_56_4,SUP000050,Product Quality Defect,CRITICAL,False,Month_56
COM_SUP000050_57_1,SUP000050,Customer Service Unresponsiveness,LOW,False,Month_57
COM_SUP000050_57_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_57
COM_SUP000050_57_3,SUP000050,Invoicing Mismatch,LOW,True,Month_57
COM_SUP000050_57_4,SUP000050,Invoicing Mismatch,LOW,True,Month_57
COM_SUP000050_58_1,SUP000050,Late Delivery Delay,HIGH,True,Month_58
COM_SUP000050_58_2,SUP000050,Product Quality Defect,CRITICAL,True,Month_58
COM_SUP000050_60_1,SUP000050,Packaging Damage,MEDIUM,True,Month_60
COM_SUP000050_60_2,SUP000050,Customer Service Unresponsiveness,LOW,True,Month_60
COM_SUP000051_33_1,SUP000051,Product Quality Defect,LOW,False,Month_33
COM_SUP000052_17_1,SUP000052,Late Delivery Delay,LOW,True,Month_17
COM_SUP000052_27_1,SUP000052,Product Quality Defect,LOW,True,Month_27
COM_SUP000052_27_2,SUP000052,Customer Service Unresponsiveness,LOW,True,Month_27
COM_SUP000052_33_1,SUP000052,Product Quality Defect,LOW,True,Month_33
COM_SUP000052_34_1,SUP000052,Product Quality Defect,LOW,True,Month_34
COM_SUP000052_34_2,SUP000052,Packaging Damage,MEDIUM,False,Month_34
COM_SUP000053_07_1,SUP000053,Product Quality Defect,LOW,True,Month_07
COM_SUP000053_12_1,SUP000053,Packaging Damage,LOW,True,Month_12
COM_SUP000053_12_2,SUP000053,Customer Service Unresponsiveness,MEDIUM,True,Month_12
COM_SUP000054_02_1,SUP000054,Product Quality Defect,MEDIUM,True,Month_02
COM_SUP000054_08_1,SUP000054,Late Delivery Delay,LOW,True,Month_08
COM_SUP000054_10_1,SUP000054,Product Quality Defect,LOW,True,Month_10
COM_SUP000054_10_2,SUP000054,Late Delivery Delay,MEDIUM,True,Month_10
COM_SUP000054_13_1,SUP000054,Customer Service Unresponsiveness,LOW,True,Month_13
COM_SUP000054_13_2,SUP000054,Product Quality Defect,MEDIUM,True,Month_13
COM_SUP000054_17_1,SUP000054,Customer Service Unresponsiveness,LOW,True,Month_17
COM_SUP000054_20_1,SUP000054,Late Delivery Delay,LOW,True,Month_20
COM_SUP000054_20_2,SUP000054,Invoicing Mismatch,MEDIUM,False,Month_20
COM_SUP000054_21_1,SUP000054,Packaging Damage,MEDIUM,False,Month_21
COM_SUP000054_37_1,SUP000054,Product Quality Defect,MEDIUM,False,Month_37
COM_SUP000054_37_2,SUP000054,Product Quality Defect,MEDIUM,True,Month_37
COM_SUP000054_38_1,SUP000054,Product Quality Defect,MEDIUM,True,Month_38
COM_SUP000054_38_2,SUP000054,Late Delivery Delay,LOW,True,Month_38
COM_SUP000054_38_3,SUP000054,Product Quality Defect,LOW,True,Month_38
COM_SUP000054_40_1,SUP000054,Product Quality Defect,MEDIUM,True,Month_40
COM_SUP000054_43_1,SUP000054,Invoicing Mismatch,LOW,True,Month_43
COM_SUP000054_43_2,SUP000054,Packaging Damage,MEDIUM,True,Month_43
COM_SUP000054_49_1,SUP000054,Late Delivery Delay,LOW,True,Month_49
COM_SUP000054_49_2,SUP000054,Late Delivery Delay,MEDIUM,True,Month_49
COM_SUP000054_49_3,SUP000054,Late Delivery Delay,LOW,False,Month_49
COM_SUP000054_59_1,SUP000054,Product Quality Defect,MEDIUM,True,Month_59
COM_SUP000055_08_1,SUP000055,Product Quality Defect,LOW,True,Month_08
COM_SUP000055_08_2,SUP000055,Packaging Damage,LOW,True,Month_08
COM_SUP000055_22_1,SUP000055,Product Quality Defect,LOW,True,Month_22
COM_SUP000057_05_1,SUP000057,Product Quality Defect,LOW,True,Month_05
COM_SUP000057_05_2,SUP000057,Product Quality Defect,MEDIUM,True,Month_05
COM_SUP000057_07_1,SUP000057,Late Delivery Delay,MEDIUM,True,Month_07
COM_SUP000057_07_2,SUP000057,Product Quality Defect,MEDIUM,True,Month_07
COM_SUP000057_18_1,SUP000057,Late Delivery Delay,LOW,True,Month_18
COM_SUP000057_46_1,SUP000057,Late Delivery Delay,MEDIUM,True,Month_46
COM_SUP000057_46_2,SUP000057,Product Quality Defect,LOW,True,Month_46
COM_SUP000057_46_3,SUP000057,Product Quality Defect,MEDIUM,True,Month_46
COM_SUP000057_53_1,SUP000057,Packaging Damage,MEDIUM,True,Month_53
COM_SUP000057_53_2,SUP000057,Late Delivery Delay,LOW,True,Month_53
COM_SUP000058_03_1,SUP000058,Product Quality Defect,LOW,True,Month_03
COM_SUP000058_04_1,SUP000058,Late Delivery Delay,MEDIUM,True,Month_04
COM_SUP000058_04_2,SUP000058,Late Delivery Delay,MEDIUM,True,Month_04
COM_SUP000058_04_3,SUP000058,Late Delivery Delay,LOW,False,Month_04
COM_SUP000058_06_1,SUP000058,Late Delivery Delay,LOW,False,Month_06
COM_SUP000058_06_2,SUP000058,Late Delivery Delay,LOW,True,Month_06
COM_SUP000058_06_3,SUP000058,Late Delivery Delay,LOW,False,Month_06
COM_SUP000058_07_1,SUP000058,Product Quality Defect,LOW,True,Month_07
COM_SUP000058_09_1,SUP000058,Late Delivery Delay,LOW,False,Month_09
COM_SUP000058_09_2,SUP000058,Product Quality Defect,CRITICAL,False,Month_09
COM_SUP000058_11_1,SUP000058,Packaging Damage,LOW,False,Month_11
COM_SUP000058_11_2,SUP000058,Product Quality Defect,CRITICAL,False,Month_11
COM_SUP000058_14_1,SUP000058,Product Quality Defect,CRITICAL,True,Month_14
COM_SUP000058_14_2,SUP000058,Customer Service Unresponsiveness,LOW,False,Month_14
COM_SUP000058_15_1,SUP000058,Product Quality Defect,CRITICAL,True,Month_15
COM_SUP000058_15_2,SUP000058,Product Quality Defect,CRITICAL,False,Month_15
COM_SUP000058_16_1,SUP000058,Packaging Damage,LOW,False,Month_16
COM_SUP000058_16_2,SUP000058,Late Delivery Delay,LOW,True,Month_16
COM_SUP000058_19_1,SUP000058,Product Quality Defect,LOW,True,Month_19
COM_SUP000058_19_2,SUP000058,Product Quality Defect,MEDIUM,True,Month_19
COM_SUP000058_22_1,SUP000058,Product Quality Defect,LOW,True,Month_22
COM_SUP000058_22_2,SUP000058,Product Quality Defect,LOW,True,Month_22
COM_SUP000058_26_1,SUP000058,Product Quality Defect,LOW,True,Month_26
COM_SUP000058_28_1,SUP000058,Product Quality Defect,CRITICAL,True,Month_28
COM_SUP000058_28_2,SUP000058,Product Quality Defect,CRITICAL,True,Month_28
COM_SUP000058_32_1,SUP000058,Customer Service Unresponsiveness,MEDIUM,True,Month_32
COM_SUP000058_32_2,SUP000058,Product Quality Defect,CRITICAL,True,Month_32
COM_SUP000058_34_1,SUP000058,Product Quality Defect,LOW,False,Month_34
COM_SUP000058_37_1,SUP000058,Late Delivery Delay,MEDIUM,True,Month_37
COM_SUP000058_37_2,SUP000058,Late Delivery Delay,LOW,False,Month_37
COM_SUP000058_38_1,SUP000058,Product Quality Defect,LOW,False,Month_38
COM_SUP000058_44_1,SUP000058,Product Quality Defect,CRITICAL,True,Month_44
COM_SUP000058_44_2,SUP000058,Product Quality Defect,CRITICAL,False,Month_44
COM_SUP000058_45_1,SUP000058,Invoicing Mismatch,LOW,True,Month_45
COM_SUP000058_46_1,SUP000058,Product Quality Defect,CRITICAL,False,Month_46
COM_SUP000058_46_2,SUP000058,Product Quality Defect,CRITICAL,True,Month_46
COM_SUP000058_51_1,SUP000058,Customer Service Unresponsiveness,MEDIUM,True,Month_51
COM_SUP000058_51_2,SUP000058,Product Quality Defect,CRITICAL,True,Month_51
COM_SUP000058_52_1,SUP000058,Late Delivery Delay,LOW,True,Month_52
COM_SUP000058_52_2,SUP000058,Late Delivery Delay,LOW,True,Month_52
COM_SUP000058_55_1,SUP000058,Invoicing Mismatch,MEDIUM,False,Month_55
COM_SUP000058_55_2,SUP000058,Customer Service Unresponsiveness,MEDIUM,True,Month_55
COM_SUP000058_59_1,SUP000058,Late Delivery Delay,HIGH,True,Month_59
COM_SUP000058_59_2,SUP000058,Late Delivery Delay,HIGH,True,Month_59
COM_SUP000060_13_1,SUP000060,Product Quality Defect,LOW,True,Month_13
COM_SUP000060_18_1,SUP000060,Late Delivery Delay,MEDIUM,True,Month_18
COM_SUP000060_29_1,SUP000060,Product Quality Defect,MEDIUM,False,Month_29
COM_SUP000060_41_1,SUP000060,Packaging Damage,LOW,True,Month_41
COM_SUP000061_06_1,SUP000061,Product Quality Defect,LOW,True,Month_06
COM_SUP000061_06_2,SUP000061,Product Quality Defect,MEDIUM,True,Month_06
COM_SUP000061_16_1,SUP000061,Product Quality Defect,LOW,True,Month_16
COM_SUP000061_24_1,SUP000061,Product Quality Defect,LOW,False,Month_24
COM_SUP000061_31_1,SUP000061,Product Quality Defect,LOW,False,Month_31
COM_SUP000061_31_2,SUP000061,Product Quality Defect,LOW,True,Month_31
COM_SUP000061_40_1,SUP000061,Product Quality Defect,LOW,False,Month_40
COM_SUP000061_40_2,SUP000061,Invoicing Mismatch,LOW,True,Month_40
COM_SUP000061_54_1,SUP000061,Product Quality Defect,LOW,True,Month_54
COM_SUP000062_20_1,SUP000062,Invoicing Mismatch,LOW,False,Month_20
COM_SUP000062_20_2,SUP000062,Product Quality Defect,MEDIUM,True,Month_20
COM_SUP000062_31_1,SUP000062,Product Quality Defect,LOW,False,Month_31
COM_SUP000062_31_2,SUP000062,Product Quality Defect,MEDIUM,True,Month_31
COM_SUP000062_42_1,SUP000062,Invoicing Mismatch,LOW,True,Month_42
COM_SUP000063_04_1,SUP000063,Late Delivery Delay,LOW,False,Month_04
COM_SUP000063_04_2,SUP000063,Customer Service Unresponsiveness,LOW,True,Month_04
COM_SUP000063_24_1,SUP000063,Invoicing Mismatch,LOW,True,Month_24
COM_SUP000064_54_1,SUP000064,Product Quality Defect,LOW,True,Month_54
COM_SUP000065_10_1,SUP000065,Product Quality Defect,MEDIUM,True,Month_10
COM_SUP000065_10_2,SUP000065,Product Quality Defect,LOW,True,Month_10
COM_SUP000065_20_1,SUP000065,Product Quality Defect,LOW,False,Month_20
COM_SUP000065_37_1,SUP000065,Packaging Damage,MEDIUM,False,Month_37
COM_SUP000065_37_2,SUP000065,Invoicing Mismatch,MEDIUM,False,Month_37
COM_SUP000065_43_1,SUP000065,Product Quality Defect,LOW,True,Month_43
COM_SUP000065_46_1,SUP000065,Product Quality Defect,MEDIUM,False,Month_46
COM_SUP000065_48_1,SUP000065,Invoicing Mismatch,LOW,False,Month_48
COM_SUP000066_29_1,SUP000066,Packaging Damage,MEDIUM,False,Month_29
COM_SUP000066_29_2,SUP000066,Late Delivery Delay,LOW,True,Month_29
COM_SUP000066_33_1,SUP000066,Packaging Damage,LOW,False,Month_33
COM_SUP000066_33_2,SUP000066,Customer Service Unresponsiveness,LOW,True,Month_33
COM_SUP000067_04_1,SUP000067,Product Quality Defect,MEDIUM,False,Month_04
COM_SUP000067_11_1,SUP000067,Product Quality Defect,LOW,True,Month_11
COM_SUP000067_13_1,SUP000067,Invoicing Mismatch,MEDIUM,False,Month_13
COM_SUP000067_13_2,SUP000067,Product Quality Defect,LOW,True,Month_13
COM_SUP000067_14_1,SUP000067,Product Quality Defect,MEDIUM,True,Month_14
COM_SUP000067_14_2,SUP000067,Late Delivery Delay,LOW,True,Month_14
COM_SUP000067_14_3,SUP000067,Product Quality Defect,LOW,True,Month_14
COM_SUP000067_21_1,SUP000067,Invoicing Mismatch,LOW,True,Month_21
COM_SUP000067_21_2,SUP000067,Product Quality Defect,LOW,False,Month_21
COM_SUP000067_25_1,SUP000067,Late Delivery Delay,MEDIUM,False,Month_25
COM_SUP000067_25_2,SUP000067,Late Delivery Delay,LOW,True,Month_25
COM_SUP000067_26_1,SUP000067,Product Quality Defect,MEDIUM,True,Month_26
COM_SUP000067_26_2,SUP000067,Late Delivery Delay,LOW,True,Month_26
COM_SUP000067_27_1,SUP000067,Product Quality Defect,LOW,True,Month_27
COM_SUP000067_27_2,SUP000067,Late Delivery Delay,MEDIUM,False,Month_27
COM_SUP000067_33_1,SUP000067,Product Quality Defect,LOW,True,Month_33
COM_SUP000067_36_1,SUP000067,Product Quality Defect,LOW,True,Month_36
COM_SUP000067_36_2,SUP000067,Product Quality Defect,MEDIUM,True,Month_36
COM_SUP000067_39_1,SUP000067,Late Delivery Delay,LOW,True,Month_39
COM_SUP000067_39_2,SUP000067,Late Delivery Delay,MEDIUM,True,Month_39
COM_SUP000067_42_1,SUP000067,Product Quality Defect,LOW,True,Month_42
COM_SUP000067_48_1,SUP000067,Late Delivery Delay,MEDIUM,True,Month_48
COM_SUP000067_48_2,SUP000067,Product Quality Defect,MEDIUM,True,Month_48
COM_SUP000067_50_1,SUP000067,Packaging Damage,LOW,True,Month_50
COM_SUP000068_05_1,SUP000068,Product Quality Defect,CRITICAL,True,Month_05
COM_SUP000068_05_2,SUP000068,Product Quality Defect,CRITICAL,True,Month_05
COM_SUP000068_15_1,SUP000068,Late Delivery Delay,LOW,False,Month_15
COM_SUP000068_15_2,SUP000068,Product Quality Defect,CRITICAL,False,Month_15
COM_SUP000068_16_1,SUP000068,Product Quality Defect,CRITICAL,False,Month_16
COM_SUP000068_20_1,SUP000068,Product Quality Defect,CRITICAL,True,Month_20
COM_SUP000068_20_2,SUP000068,Product Quality Defect,CRITICAL,False,Month_20
COM_SUP000068_21_1,SUP000068,Customer Service Unresponsiveness,MEDIUM,False,Month_21
COM_SUP000068_21_2,SUP000068,Customer Service Unresponsiveness,MEDIUM,True,Month_21
COM_SUP000068_23_1,SUP000068,Product Quality Defect,CRITICAL,False,Month_23
COM_SUP000068_23_2,SUP000068,Product Quality Defect,CRITICAL,False,Month_23
COM_SUP000068_26_1,SUP000068,Late Delivery Delay,HIGH,False,Month_26
COM_SUP000068_26_2,SUP000068,Customer Service Unresponsiveness,LOW,False,Month_26
COM_SUP000068_28_1,SUP000068,Late Delivery Delay,HIGH,True,Month_28
COM_SUP000068_28_2,SUP000068,Late Delivery Delay,HIGH,False,Month_28
COM_SUP000068_32_1,SUP000068,Late Delivery Delay,HIGH,False,Month_32
COM_SUP000068_32_2,SUP000068,Late Delivery Delay,HIGH,False,Month_32
COM_SUP000068_32_3,SUP000068,Late Delivery Delay,HIGH,True,Month_32
COM_SUP000068_32_4,SUP000068,Late Delivery Delay,HIGH,False,Month_32
COM_SUP000068_33_1,SUP000068,Late Delivery Delay,HIGH,False,Month_33
COM_SUP000068_33_2,SUP000068,Product Quality Defect,CRITICAL,True,Month_33
COM_SUP000068_34_1,SUP000068,Invoicing Mismatch,LOW,True,Month_34
COM_SUP000068_34_2,SUP000068,Late Delivery Delay,LOW,True,Month_34
COM_SUP000068_36_1,SUP000068,Late Delivery Delay,HIGH,True,Month_36
COM_SUP000068_36_2,SUP000068,Product Quality Defect,CRITICAL,False,Month_36
COM_SUP000068_37_1,SUP000068,Product Quality Defect,CRITICAL,False,Month_37
COM_SUP000068_40_1,SUP000068,Product Quality Defect,CRITICAL,False,Month_40
COM_SUP000068_40_2,SUP000068,Product Quality Defect,CRITICAL,True,Month_40
COM_SUP000068_43_1,SUP000068,Late Delivery Delay,HIGH,False,Month_43
COM_SUP000068_43_2,SUP000068,Late Delivery Delay,HIGH,False,Month_43
COM_SUP000068_43_3,SUP000068,Invoicing Mismatch,MEDIUM,True,Month_43
COM_SUP000068_43_4,SUP000068,Product Quality Defect,CRITICAL,True,Month_43
COM_SUP000068_44_1,SUP000068,Product Quality Defect,CRITICAL,False,Month_44
COM_SUP000068_47_1,SUP000068,Invoicing Mismatch,LOW,True,Month_47
COM_SUP000068_47_2,SUP000068,Product Quality Defect,CRITICAL,True,Month_47
