record_id,supplier_id,month,revenue,expenses,cash_flow,profit_margin,current_ratio,debt_ratio,working_capital
REC_SUP000048_27,SUP000048,Month_27,12523340.78,10135578.24,2298310.14,0.1907,3.4,0.33,2509329.83
REC_SUP000048_28,SUP000048,Month_28,12156066.39,10131130.05,1695441.3,0.1666,3.46,0.32,2489042.87
REC_SUP000048_29,SUP000048,Month_29,12666681.8,9978129.27,2303016.35,0.2123,3.45,0.32,2590535.53
REC_SUP000048_30,SUP000048,Month_30,12479795.99,10064029.78,2689975.83,0.1936,3.42,0.32,2521533.81
REC_SUP000048_31,SUP000048,Month_31,12805233.26,9568748.58,2873780.85,0.2527,3.43,0.33,2594176.66
REC_SUP000048_32,SUP000048,Month_32,12558994.63,9536376.51,3493482.14,0.2407,3.38,0.33,2486319.82
REC_SUP000048_33,SUP000048,Month_33,12818671.11,10366077.36,2867330.2,0.1913,3.35,0.33,2506549.1
REC_SUP000048_34,SUP000048,Month_34,13012470.79,10860958.34,2089445.22,0.1653,3.34,0.32,2541524.62
REC_SUP000048_35,SUP000048,Month_35,12689390.61,9175184.89,3674317.54,0.2769,3.37,0.32,2506564.05
REC_SUP000048_36,SUP000048,Month_36,12641189.7,10015120.53,2269103.63,0.2077,3.36,0.32,2490614.98
REC_SUP000048_37,SUP000048,Month_37,13208651.15,10162412.98,2509862.31,0.2306,3.33,0.31,2566494.89
REC_SUP000048_38,SUP000048,Month_38,12805290.73,10191537.44,2749614.33,0.2041,3.4,0.31,2563390.71
REC_SUP000048_39,SUP000048,Month_39,13097382.62,10909433.4,1845994.74,0.1671,3.34,0.31,2555863.82
REC_SUP000048_40,SUP000048,Month_40,13297682.93,10725519.71,2250807.1,0.1934,3.41,0.3,2673289.71
REC_SUP000048_41,SUP000048,Month_41,13462191.28,11056289.5,2089103.01,0.1787,3.46,0.3,2755463.9
REC_SUP000048_42,SUP000048,Month_42,13805388.17,10187270.11,3592915.76,0.2621,3.48,0.3,2851315.4
REC_SUP000048_43,SUP000048,Month_43,13966742.79,11018399.84,2547933.24,0.2111,3.49,0.29,2896476.47
REC_SUP000048_44,SUP000048,Month_44,13543789.91,9588325.22,4729404.6,0.2921,3.46,0.29,2781076.14
REC_SUP000048_45,SUP000048,Month_45,13516579.79,11052236.79,2666582.39,0.1823,3.5,0.29,2811748.47
REC_SUP000048_46,SUP000048,Month_46,13856487.04,11746615.62,2065503.04,0.1523,3.44,0.29,2814382.64
REC_SUP000048_47,SUP000048,Month_47,13913620.77,10553314.08,2891856.03,0.2415,3.39,0.29,2771019.21
REC_SUP000048_48,SUP000048,Month_48,14037849.24,11074473.99,2891410.49,0.2111,3.44,0.29,2853000.52
REC_SUP000048_49,SUP000048,Month_49,13766798.17,11444259.44,2692482.77,0.1687,3.41,0.29,2768464.25
REC_SUP000048_50,SUP000048,Month_50,14093572.21,11797031.98,1871754.39,0.1629,3.4,0.29,2815671.47
REC_SUP000048_51,SUP000048,Month_51,13973316.01,9995319.34,4236608.54,0.2847,3.39,0.29,2778982.44
REC_SUP000048_52,SUP000048,Month_52,14112586.85,9967318.13,3709010.29,0.2937,3.33,0.29,2736091.64
REC_SUP000048_53,SUP000048,Month_53,14934918.36,10801909.89,3450447.13,0.2767,3.39,0.28,2968651.84
REC_SUP000048_54,SUP000048,Month_54,14761662.36,11704593.77,3187713.73,0.2071,3.37,0.28,2910356.67
REC_SUP000048_55,SUP000048,Month_55,14474883.41,11770731.69,2908688.44,0.1868,3.33,0.28,2809977.44
REC_SUP000048_56,SUP000048,Month_56,14469826.35,11519256.28,3083962.24,0.2039,3.4,0.27,2887947.3
REC_SUP000048_57,SUP000048,Month_57,14579387.06,10894705.65,3388123.06,0.2527,3.45,0.27,2981078.88
REC_SUP000048_58,SUP000048,Month_58,14785292.67,11513668.94,3789286.34,0.2213,3.39,0.27,2947955.69
REC_SUP000048_59,SUP000048,Month_59,15240708.27,12493706.54,2276388.0,0.1802,3.34,0.27,2973202.75
REC_SUP000048_60,SUP000048,Month_60,15343619.93,11921310.27,3523398.89,0.223,3.29,0.26,2933980.78
REC_SUP000049_01,SUP000049,Month_01,11753345.91,10325932.24,1699076.65,0.1214,2.61,0.16,1577646.2
REC_SUP000049_02,SUP000049,Month_02,11533772.89,9589731.21,2017158.66,0.1686,2.62,0.17,1561083.61
REC_SUP000049_03,SUP000049,Month_03,11627698.82,8841998.85,3565051.2,0.2396,2.59,0.17,1542020.74
REC_SUP000049_04,SUP000049,Month_04,12468925.5,9877937.65,2812440.46,0.2078,2.58,0.17,1644778.16
REC_SUP000049_05,SUP000049,Month_05,12482990.96,9894759.91,3100013.44,0.2073,2.6,0.17,1660569.64
REC_SUP000049_06,SUP000049,Month_06,12143889.41,10148269.71,1998473.31,0.1643,2.62,0.17,1635534.94
REC_SUP000049_07,SUP000049,Month_07,11282942.09,9658067.5,2016024.73,0.144,2.66,0.17,1563790.05
REC_SUP000049_08,SUP000049,Month_08,11881396.17,9706572.01,2446916.72,0.183,2.62,0.17,1606729.9
REC_SUP000049_09,SUP000049,Month_09,12066661.51,10258020.97,1859656.52,0.1499,2.58,0.17,1591666.38
REC_SUP000049_10,SUP000049,Month_10,12728362.45,10398910.27,2845903.2,0.183,2.59,0.18,1683859.77
REC_SUP000049_11,SUP000049,Month_11,12792865.36,10654148.14,2664281.93,0.1672,2.55,0.18,1657527.7
REC_SUP000049_12,SUP000049,Month_12,11946140.45,9813894.14,2178067.02,0.1785,2.58,0.18,1573601.25
REC_SUP000049_13,SUP000049,Month_13,11531514.22,9899424.17,1933217.09,0.1415,2.55,0.18,1488241.48
REC_SUP000049_14,SUP000049,Month_14,11646133.82,9108346.09,3231441.81,0.2179,2.58,0.18,1532414.57
REC_SUP000049_15,SUP000049,Month_15,11517331.2,9600767.42,2421646.27,0.1664,2.6,0.18,1538834.31
REC_SUP000049_16,SUP000049,Month_16,12530737.19,9841916.0,3281244.48,0.2146,2.56,0.17,1625233.57
REC_SUP000049_17,SUP000049,Month_17,12351812.94,10565733.24,1911653.29,0.1446,2.59,0.17,1635210.73
REC_SUP000049_18,SUP000049,Month_18,11744662.46,9702783.85,2101521.13,0.1739,2.6,0.18,1564219.76
REC_SUP000049_19,SUP000049,Month_19,11248701.04,8791099.23,2491302.7,0.2185,2.58,0.17,1485673.94
REC_SUP000049_20,SUP000049,Month_20,11702321.08,9934380.81,1958545.9,0.1511,2.55,0.17,1507275.94
REC_SUP000049_21,SUP000049,Month_21,11833607.29,9378652.18,3000985.87,0.2075,2.52,0.17,1498453.75
REC_SUP000049_22,SUP000049,Month_22,12797225.63,10831061.22,2242083.74,0.1536,2.56,0.18,1668008.19
REC_SUP000049_23,SUP000049,Month_23,12976886.37,11355153.8,1764306.96,0.125,2.59,0.17,1721423.95
REC_SUP000049_24,SUP000049,Month_24,12425169.35,9721419.72,2950810.21,0.2176,2.62,0.18,1680047.91
REC_SUP000049_25,SUP000049,Month_25,11403054.5,9625904.31,1859907.51,0.1558,2.63,0.17,1544628.32
REC_SUP000049_26,SUP000049,Month_26,11356750.21,8973617.39,2961868.23,0.2098,2.59,0.17,1500930.96
REC_SUP000049_27,SUP000049,Month_27,11847635.47,10112878.4,2002221.71,0.1464,2.54,0.17,1515785.58
REC_SUP000049_28,SUP000049,Month_28,11836487.64,9785543.61,2124556.72,0.1733,2.49,0.17,1472773.17
REC_SUP000049_29,SUP000049,Month_29,12529391.66,10510720.27,2402001.16,0.1611,2.47,0.17,1532882.25
REC_SUP000049_30,SUP000049,Month_30,11627257.75,9158206.64,3026840.68,0.2124,2.51,0.17,1466474.08
REC_SUP000049_31,SUP000049,Month_31,11180539.43,9613239.43,1774662.11,0.1402,2.52,0.17,1418627.33
REC_SUP000049_32,SUP000049,Month_32,11715879.12,8940147.11,3208815.61,0.2369,2.54,0.17,1501325.64
REC_SUP000049_33,SUP000049,Month_33,12211209.22,10375233.03,2044046.44,0.1504,2.56,0.17,1583800.81
REC_SUP000049_34,SUP000049,Month_34,12486288.84,10495593.15,2304966.19,0.1594,2.59,0.17,1658230.15
REC_SUP000049_35,SUP000049,Month_35,13072609.21,10629724.4,2813667.99,0.1869,2.54,0.17,1681172.92
REC_SUP000049_36,SUP000049,Month_36,12493158.19,10399183.64,2117631.63,0.1676,2.59,0.17,1651908.36
REC_SUP000049_37,SUP000049,Month_37,11265744.64,8989695.11,2766804.13,0.202,2.63,0.17,1531499.72
REC_SUP000049_38,SUP000049,Month_38,11693897.81,10073946.62,1733802.22,0.1385,2.59,0.17,1545944.87
REC_SUP000049_39,SUP000049,Month_39,12057753.93,9881264.33,2459690.49,0.1805,2.56,0.17,1570635.46
REC_SUP000049_40,SUP000049,Month_40,12185316.91,9859865.67,2366402.83,0.1908,2.59,0.17,1616000.19
REC_SUP000049_41,SUP000049,Month_41,12666325.33,9934844.22,3158751.77,0.2156,2.63,0.17,1718866.14
REC_SUP000049_42,SUP000049,Month_42,12103045.1,9555750.37,2948991.54,0.2105,2.66,0.18,1677073.8
REC_SUP000049_43,SUP000049,Month_43,11182432.85,9719705.98,1789884.84,0.1308,2.65,0.17,1533422.59
REC_SUP000049_44,SUP000049,Month_44,11868142.54,9225874.91,2653956.45,0.2226,2.69,0.18,1675797.98
REC_SUP000049_45,SUP000049,Month_45,12051146.05,9405031.65,2826954.52,0.2196,2.69,0.17,1701126.35
REC_SUP000049_46,SUP000049,Month_46,12468576.42,10878135.4,1868612.94,0.1276,2.74,0.17,1804411.32
REC_SUP000049_47,SUP000049,Month_47,12776752.27,10848843.5,2385029.73,0.1509,2.74,0.18,1854297.71
REC_SUP000049_48,SUP000049,Month_48,12460974.02,10372594.07,2400789.41,0.1676,2.77,0.18,1836625.75
REC_SUP000049_49,SUP000049,Month_49,11386579.01,9777745.8,1954690.36,0.1413,2.82,0.18,1729916.62
REC_SUP000049_50,SUP000049,Month_50,11829211.93,9880786.77,2498812.18,0.1647,2.85,0.18,1819916.8
REC_SUP000049_51,SUP000049,Month_51,11987216.55,9679756.44,2899846.66,0.1925,2.82,0.18,1821592.31
REC_SUP000049_52,SUP000049,Month_52,12007862.77,10300570.69,1945173.72,0.1422,2.8,0.18,1801760.84
REC_SUP000049_53,SUP000049,Month_53,12600605.49,10492329.55,2637279.53,0.1673,2.75,0.18,1834401.02
REC_SUP000049_54,SUP000049,Month_54,11557016.71,9575485.95,2115925.04,0.1715,2.69,0.17,1630338.72
REC_SUP000049_55,SUP000049,Month_55,11325512.94,9441966.03,2239324.95,0.1663,2.69,0.17,1591925.26
REC_SUP000049_56,SUP000049,Month_56,11592247.37,9704396.74,2414449.27,0.1629,2.71,0.17,1652613.13
REC_SUP000049_57,SUP000049,Month_57,12066256.74,10287069.88,2066597.4,0.1475,2.74,0.17,1752461.71
REC_SUP000049_58,SUP000049,Month_58,12915981.46,10084496.92,3094406.45,0.2192,2.78,0.17,1915245.54
REC_SUP000049_59,SUP000049,Month_59,12408820.32,10795410.5,1681021.49,0.13,2.75,0.18,1811817.7
REC_SUP000049_60,SUP000049,Month_60,12025159.89,10165427.06,2032179.52,0.1547,2.72,0.18,1719529.71
REC_SUP000050_01,SUP000050,Month_01,4993003.0,5411256.65,-382607.45,-0.0838,0.74,0.94,-109322.02
REC_SUP000050_02,SUP000050,Month_02,4425543.47,4783340.38,-346663.96,-0.0808,0.72,0.97,-101870.86
REC_SUP000050_03,SUP000050,Month_03,4596052.76,4797289.82,-240616.33,-0.0438,0.73,0.96,-102382.15
REC_SUP000050_04,SUP000050,Month_04,4426509.33,4708383.24,-265410.59,-0.0637,0.73,0.97,-101091.13
REC_SUP000050_05,SUP000050,Month_05,4358259.26,4508082.53,-134009.14,-0.0344,0.72,0.99,-100888.08
REC_SUP000050_06,SUP000050,Month_06,4218902.53,4809420.1,-572288.81,-0.14,0.72,1.01,-96793.46
REC_SUP000050_07,SUP000050,Month_07,4073467.37,4359996.02,-291746.6,-0.0703,0.71,1.0,-98086.36
REC_SUP000050_08,SUP000050,Month_08,4112579.53,4365727.19,-291551.35,-0.0616,0.72,1.0,-96336.63
REC_SUP000050_09,SUP000050,Month_09,4004057.6,4343669.27,-355022.53,-0.0848,0.72,1.0,-94368.05
REC_SUP000050_10,SUP000050,Month_10,4102461.52,4706652.18,-614693.01,-0.1473,0.7,1.0,-102070.67
REC_SUP000050_11,SUP000050,Month_11,4083375.44,4520785.66,-353556.48,-0.1071,0.71,1.01,-99433.52
REC_SUP000050_12,SUP000050,Month_12,3803178.63,3962494.4,-172281.72,-0.0419,0.71,1.03,-92223.63
REC_SUP000050_13,SUP000050,Month_13,3739603.54,4209897.09,-534598.45,-0.1258,0.71,1.04,-90360.68
REC_SUP000050_14,SUP000050,Month_14,3342975.53,3524510.24,-214177.13,-0.0543,0.71,1.04,-81362.65
REC_SUP000050_15,SUP000050,Month_15,3384526.58,3846841.2,-525124.49,-0.1366,0.71,1.05,-81749.3
REC_SUP000050_16,SUP000050,Month_16,3415700.65,3572638.82,-177894.08,-0.0459,0.71,1.05,-82524.48
REC_SUP000050_17,SUP000050,Month_17,3214812.8,3631289.37,-467174.55,-0.1295,0.71,1.05,-77300.52
REC_SUP000050_18,SUP000050,Month_18,3149448.45,3527356.19,-445285.41,-0.12,0.71,1.08,-76835.74
REC_SUP000050_19,SUP000050,Month_19,3018592.57,3387511.86,-309825.18,-0.1222,0.7,1.08,-74383.27
REC_SUP000050_20,SUP000050,Month_20,2960078.58,3270870.68,-333081.78,-0.105,0.7,1.09,-74333.26
REC_SUP000050_21,SUP000050,Month_21,3010904.88,3195882.88,-199410.35,-0.0614,0.68,1.1,-80111.69
REC_SUP000050_22,SUP000050,Month_22,2990796.68,3192975.06,-210745.93,-0.0676,0.67,1.11,-82917.3
REC_SUP000050_23,SUP000050,Month_23,3062891.69,3453443.59,-398330.84,-0.1275,0.65,1.12,-88418.97
REC_SUP000050_24,SUP000050,Month_24,2925938.65,3001806.77,-77305.11,-0.0259,0.65,1.13,-86006.94
REC_SUP000050_25,SUP000050,Month_25,2743277.83,2891796.98,-164941.74,-0.0541,0.64,1.15,-81273.45
REC_SUP000050_26,SUP000050,Month_26,2534757.95,2790163.32,-268174.59,-0.1008,0.65,1.16,-74911.22
REC_SUP000050_27,SUP000050,Month_27,2476449.2,2611633.24,-142251.82,-0.0546,0.64,1.17,-74636.12
REC_SUP000050_28,SUP000050,Month_28,2512074.12,2801659.29,-317978.36,-0.1153,0.63,1.21,-78044.79
REC_SUP000050_29,SUP000050,Month_29,2457646.67,2765939.18,-287736.83,-0.1254,0.61,1.2,-79454.0
REC_SUP000050_30,SUP000050,Month_30,2316319.93,2627414.05,-365081.32,-0.1343,0.6,1.22,-78056.65
REC_SUP000050_31,SUP000050,Month_31,2223328.09,2555635.34,-337302.8,-0.1495,0.58,1.21,-77344.99
REC_SUP000050_32,SUP000050,Month_32,2205542.82,2468768.6,-289527.28,-0.1193,0.58,1.2,-77112.09
REC_SUP000050_33,SUP000050,Month_33,2289458.61,2525921.21,-282420.39,-0.1033,0.58,1.2,-80512.36
REC_SUP000050_34,SUP000050,Month_34,2225720.99,2436704.23,-174768.73,-0.0948,0.58,1.21,-77587.93
REC_SUP000050_35,SUP000050,Month_35,2202074.87,2506003.68,-300301.52,-0.138,0.57,1.22,-78526.86
REC_SUP000050_36,SUP000050,Month_36,2148401.25,2372226.12,-229667.61,-0.1042,0.57,1.25,-76234.1
REC_SUP000050_37,SUP000050,Month_37,2122271.23,2387790.68,-217086.65,-0.1251,0.57,1.26,-76738.04
REC_SUP000050_38,SUP000050,Month_38,1932357.92,2092866.05,-168828.02,-0.0831,0.56,1.27,-70653.12
REC_SUP000050_39,SUP000050,Month_39,1909948.75,2186824.59,-272982.35,-0.145,0.55,1.31,-71818.3
REC_SUP000050_40,SUP000050,Month_40,1818954.52,1895732.94,-72122.12,-0.0422,0.54,1.31,-69631.65
REC_SUP000050_41,SUP000050,Month_41,1897512.0,2178288.19,-316975.66,-0.148,0.53,1.35,-74519.22
REC_SUP000050_42,SUP000050,Month_42,1781818.03,1855605.81,-60824.73,-0.0414,0.53,1.37,-69988.9
REC_SUP000050_43,SUP000050,Month_43,1681986.21,1735826.54,-62775.41,-0.032,0.53,1.4,-65275.58
REC_SUP000050_44,SUP000050,Month_44,1713784.59,1913558.38,-221075.0,-0.1166,0.53,1.43,-67258.2
REC_SUP000050_45,SUP000050,Month_45,1691939.23,1827646.67,-129133.59,-0.0802,0.53,1.44,-66523.34
REC_SUP000050_46,SUP000050,Month_46,1737445.62,1837322.79,-96350.91,-0.0575,0.52,1.48,-70014.62
REC_SUP000050_47,SUP000050,Month_47,1670016.23,1810876.15,-113158.9,-0.0843,0.52,1.46,-66643.43
REC_SUP000050_48,SUP000050,Month_48,1570419.04,1663566.36,-82406.6,-0.0593,0.52,1.51,-63304.33
REC_SUP000050_49,SUP000050,Month_49,1528059.5,1655842.96,-127226.53,-0.0836,0.52,1.5,-61382.73
REC_SUP000050_50,SUP000050,Month_50,1409375.86,1472058.2,-54921.7,-0.0445,0.51,1.5,-57470.24
REC_SUP000050_51,SUP000050,Month_51,1460558.77,1553752.38,-94766.27,-0.0638,0.51,1.5,-60043.74
REC_SUP000050_52,SUP000050,Month_52,1430983.57,1477542.44,-49207.1,-0.0325,0.51,1.5,-58054.61
REC_SUP000050_53,SUP000050,Month_53,1413265.56,1575912.33,-133006.24,-0.1151,0.5,1.51,-58684.53
REC_SUP000050_54,SUP000050,Month_54,1341343.22,1478186.87,-138978.5,-0.102,0.5,1.52,-55388.16
REC_SUP000050_55,SUP000050,Month_55,1257966.68,1332462.49,-61100.36,-0.0592,0.5,1.51,-52632.85
REC_SUP000050_56,SUP000050,Month_56,1247661.9,1274700.59,-27359.59,-0.0217,0.5,1.52,-52268.8
REC_SUP000050_57,SUP000050,Month_57,1268885.07,1358860.77,-80572.65,-0.0709,0.5,1.52,-52573.09
REC_SUP000050_58,SUP000050,Month_58,1328559.93,1440070.97,-114985.62,-0.0839,0.49,1.52,-56266.09
REC_SUP000050_59,SUP000050,Month_59,1316682.03,1404269.07,-83695.08,-0.0665,0.48,1.57,-56736.99
REC_SUP000050_60,SUP000050,Month_60,1248979.83,1278807.35,-28009.73,-0.0239,0.48,1.58,-54122.87
REC_SUP000051_01,SUP000051,Month_01,4361941.83,3675438.14,634675.74,0.1574,1.31,0.47,111212.94
REC_SUP000051_02,SUP000051,Month_02,4641135.59,4061469.67,655777.28,0.1249,1.3,0.47,116385.76
REC_SUP000051_03,SUP000051,Month_03,4854072.43,4107504.4,841140.02,0.1538,1.32,0.47,130101.59
REC_SUP000051_04,SUP000051,Month_04,4852641.71,3895998.05,1069053.57,0.1971,1.33,0.47,132522.29
REC_SUP000051_05,SUP000051,Month_05,4768978.25,3962237.52,802244.4,0.1692,1.35,0.47,140883.19
REC_SUP000051_06,SUP000051,Month_06,4865743.62,4370370.45,587980.89,0.1018,1.38,0.46,154623.04
REC_SUP000051_07,SUP000051,Month_07,5004029.01,4314984.36,714877.35,0.1377,1.41,0.44,172349.01
REC_SUP000051_08,SUP000051,Month_08,5058538.68,4315490.54,624893.86,0.1469,1.41,0.43,174853.39
REC_SUP000051_09,SUP000051,Month_09,5150595.23,4446324.11,718543.26,0.1367,1.41,0.43,177667.08
REC_SUP000051_10,SUP000051,Month_10,5539506.96,4681589.24,938537.81,0.1549,1.4,0.41,184828.68
REC_SUP000051_11,SUP000051,Month_11,5555426.47,5013483.0,459516.52,0.0976,1.4,0.41,187244.28
REC_SUP000051_12,SUP000051,Month_12,5613764.23,4553121.8,1122642.48,0.1889,1.44,0.41,203959.45
REC_SUP000051_13,SUP000051,Month_13,5495034.52,4751372.36,782105.81,0.1353,1.47,0.4,213236.31
REC_SUP000051_14,SUP000051,Month_14,5815105.74,4997547.26,928049.86,0.1406,1.49,0.39,238455.59
REC_SUP000051_15,SUP000051,Month_15,6058311.32,5435581.02,661510.26,0.1028,1.48,0.39,242224.05
REC_SUP000051_16,SUP000051,Month_16,6102019.56,4994922.96,888087.15,0.1814,1.52,0.38,263387.36
REC_SUP000051_17,SUP000051,Month_17,6281897.7,5682847.41,527704.23,0.0954,1.51,0.38,264481.6
REC_SUP000051_18,SUP000051,Month_18,6238185.82,5696120.36,469660.99,0.0869,1.53,0.39,273333.27
REC_SUP000051_19,SUP000051,Month_19,6147487.73,5043393.81,1267209.03,0.1796,1.55,0.38,281607.87
REC_SUP000051_20,SUP000051,Month_20,6361973.39,5507053.17,870152.46,0.1344,1.57,0.38,303788.5
REC_SUP000051_21,SUP000051,Month_21,6737715.64,6010757.18,802612.81,0.1079,1.57,0.37,320054.39
REC_SUP000051_22,SUP000051,Month_22,7037842.42,6201398.02,807911.1,0.1188,1.61,0.38,356260.35
REC_SUP000051_23,SUP000051,Month_23,7311508.24,6322340.28,867827.39,0.1353,1.62,0.37,376640.06
REC_SUP000051_24,SUP000051,Month_24,7352380.49,5940781.59,1262984.87,0.192,1.63,0.36,387480.22
REC_SUP000051_25,SUP000051,Month_25,7099676.07,6403812.3,752550.52,0.098,1.64,0.36,376963.08
REC_SUP000051_26,SUP000051,Month_26,7471936.0,6407111.09,1172019.95,0.1425,1.63,0.36,390679.29
REC_SUP000051_27,SUP000051,Month_27,7857622.69,6551380.94,1153407.24,0.1662,1.61,0.35,400342.81
REC_SUP000051_28,SUP000051,Month_28,7974932.63,6808601.05,1297642.12,0.1462,1.59,0.34,391783.92
REC_SUP000051_29,SUP000051,Month_29,7905392.02,6448261.78,1214477.43,0.1843,1.62,0.34,411633.35
REC_SUP000051_30,SUP000051,Month_30,8101416.85,7126443.14,882490.59,0.1203,1.65,0.34,436352.1
REC_SUP000051_31,SUP000051,Month_31,8305143.42,6696017.78,1772240.58,0.1938,1.63,0.33,436449.62
REC_SUP000051_32,SUP000051,Month_32,8431370.76,6782876.29,1775363.72,0.1955,1.66,0.32,466566.14
REC_SUP000051_33,SUP000051,Month_33,8492827.04,7227351.24,1049022.27,0.149,1.66,0.33,466372.23
REC_SUP000051_34,SUP000051,Month_34,9134878.3,8029343.82,1046147.34,0.121,1.67,0.32,506403.93
REC_SUP000051_35,SUP000051,Month_35,9289133.52,7897343.1,1509450.28,0.1498,1.66,0.31,507693.81
REC_SUP000051_36,SUP000051,Month_36,9383743.65,8516764.99,861953.03,0.0924,1.64,0.31,497365.1
REC_SUP000051_37,SUP000051,Month_37,9219938.3,8076529.99,1359072.08,0.124,1.62,0.31,477605.19
REC_SUP000051_38,SUP000051,Month_38,9946035.23,8619993.8,1262724.12,0.1333,1.65,0.32,540363.87
REC_SUP000051_39,SUP000051,Month_39,10149729.65,9127382.36,1224544.32,0.1007,1.64,0.31,539582.28
REC_SUP000051_40,SUP000051,Month_40,9952857.58,8943721.08,900541.95,0.1014,1.62,0.31,515482.04
REC_SUP000051_41,SUP000051,Month_41,10436796.59,9212209.24,1463649.91,0.1173,1.61,0.31,532093.4
REC_SUP000051_42,SUP000051,Month_42,10378788.0,8357679.27,1904365.04,0.1947,1.63,0.3,543460.04
REC_SUP000051_43,SUP000051,Month_43,10484857.34,8857336.56,1406080.86,0.1552,1.61,0.29,533434.98
REC_SUP000051_44,SUP000051,Month_44,10553004.79,8456771.11,1812564.43,0.1986,1.59,0.29,517994.57
REC_SUP000051_45,SUP000051,Month_45,11379139.71,9628312.72,1878022.74,0.1539,1.57,0.28,541252.55
REC_SUP000051_46,SUP000051,Month_46,11802587.89,10250834.88,1400714.01,0.1315,1.61,0.28,599012.66
REC_SUP000051_47,SUP000051,Month_47,12144309.04,11002826.53,1266177.15,0.094,1.64,0.27,643516.97
REC_SUP000051_48,SUP000051,Month_48,12217791.17,9775919.09,2026910.13,0.1999,1.65,0.27,665404.89
REC_SUP000051_49,SUP000051,Month_49,11695424.05,9418440.49,2519236.74,0.1947,1.63,0.26,617977.22
REC_SUP000051_50,SUP000051,Month_50,12281608.96,10343620.61,1586684.23,0.1578,1.67,0.26,681435.25
REC_SUP000051_51,SUP000051,Month_51,13162174.6,11264436.89,1822210.91,0.1442,1.64,0.26,706789.0
REC_SUP000051_52,SUP000051,Month_52,12971198.24,11003980.82,1739460.55,0.1517,1.63,0.26,685095.58
REC_SUP000051_53,SUP000051,Month_53,12978519.86,10840664.72,2162909.15,0.1647,1.67,0.26,725302.53
REC_SUP000051_54,SUP000051,Month_54,13270966.0,12196293.11,1006123.81,0.081,1.67,0.25,739062.34
REC_SUP000051_55,SUP000051,Month_55,13382189.65,11437393.67,2278309.21,0.1453,1.71,0.25,793991.83
REC_SUP000051_56,SUP000051,Month_56,13929319.91,11602942.45,2266554.37,0.167,1.74,0.24,862374.64
REC_SUP000051_57,SUP000051,Month_57,14190610.6,12692073.57,1410128.05,0.1056,1.73,0.24,863854.42
REC_SUP000051_58,SUP000051,Month_58,14927938.57,13274558.93,1478804.57,0.1108,1.77,0.24,954470.67
REC_SUP000051_59,SUP000051,Month_59,15652342.79,13756846.1,1695679.37,0.1211,1.78,0.23,1022871.84
REC_SUP000051_60,SUP000051,Month_60,15667307.81,12776092.9,2389075.77,0.1845,1.76,0.23,995113.86
REC_SUP000052_01,SUP000052,Month_01,6268012.16,5055847.26,1535258.23,0.1934,1.93,0.43,486325.42
REC_SUP000052_02,SUP000052,Month_02,6377497.87,4876805.46,1928798.98,0.2353,1.98,0.43,519289.99
REC_SUP000052_03,SUP000052,Month_03,6896184.46,5421485.13,1632077.31,0.2138,2.02,0.42,586337.52
REC_SUP000052_04,SUP000052,Month_04,7008926.15,5166640.3,2306809.85,0.2628,2.02,0.42,594674.79
REC_SUP000052_05,SUP000052,Month_05,6734287.36,5429735.8,1319139.36,0.1937,2.05,0.41,587886.7
REC_SUP000052_06,SUP000052,Month_06,7075501.62,5313052.16,1792068.45,0.2491,2.08,0.4,635665.54
REC_SUP000052_07,SUP000052,Month_07,7077157.35,5498082.11,1659024.97,0.2231,2.12,0.41,661664.61
REC_SUP000052_08,SUP000052,Month_08,7077140.67,5207003.85,2224706.07,0.2643,2.14,0.4,670779.24
REC_SUP000052_09,SUP000052,Month_09,7659779.37,5795640.71,2231572.08,0.2434,2.13,0.4,724303.94
REC_SUP000052_10,SUP000052,Month_10,7564581.74,6079978.57,1551957.14,0.1963,2.18,0.39,741798.21
REC_SUP000052_11,SUP000052,Month_11,8096503.29,6102423.39,2375783.57,0.2463,2.18,0.38,795875.21
REC_SUP000052_12,SUP000052,Month_12,8017784.47,6592991.27,1805177.85,0.1777,2.17,0.38,784922.91
REC_SUP000052_13,SUP000052,Month_13,7853234.49,5870498.83,2318008.75,0.2525,2.21,0.37,788762.85
REC_SUP000052_14,SUP000052,Month_14,8442713.08,6428880.26,2555268.03,0.2385,2.22,0.37,857675.19
REC_SUP000052_15,SUP000052,Month_15,8364523.65,6055370.37,2707902.16,0.2761,2.25,0.36,869262.61
REC_SUP000052_16,SUP000052,Month_16,8651489.79,6506960.88,2339237.49,0.2479,2.26,0.36,906923.94
REC_SUP000052_17,SUP000052,Month_17,8809026.13,6528627.72,2292885.09,0.2589,2.28,0.36,940555.99
REC_SUP000052_18,SUP000052,Month_18,8438172.36,6457175.37,2537245.33,0.2348,2.28,0.35,901622.17
REC_SUP000052_19,SUP000052,Month_19,8603119.67,6523824.67,2147495.24,0.2417,2.3,0.36,933144.6
REC_SUP000052_20,SUP000052,Month_20,9219288.94,7631666.54,1832843.36,0.1722,2.35,0.36,1038859.68
REC_SUP000052_21,SUP000052,Month_21,9392881.5,7048470.85,2741894.9,0.2496,2.36,0.36,1066051.9
REC_SUP000052_22,SUP000052,Month_22,9474391.63,7764689.57,1956399.94,0.1805,2.38,0.35,1092578.11
REC_SUP000052_23,SUP000052,Month_23,10255211.98,8221580.97,2548481.2,0.1983,2.43,0.35,1224619.17
