compliance_id,supplier_id,month,gst_compliant,iso9001,iso14001,audit_score,violations
CMP_SUP000017_50,SUP000017,Month_50,True,True,False,86.6,0
CMP_SUP000017_51,SUP000017,Month_51,True,True,False,85.8,0
CMP_SUP000017_52,SUP000017,Month_52,True,True,False,85.7,0
CMP_SUP000017_53,SUP000017,Month_53,True,True,False,84.5,0
CMP_SUP000017_54,SUP000017,Month_54,True,True,False,85.3,0
CMP_SUP000017_55,SUP000017,Month_55,True,True,False,85.7,0
CMP_SUP000017_56,SUP000017,Month_56,True,True,False,84.3,0
CMP_SUP000017_57,SUP000017,Month_57,True,True,False,84.9,0
CMP_SUP000017_58,SUP000017,Month_58,True,True,False,85.0,0
CMP_SUP000017_59,SUP000017,Month_59,True,True,False,85.1,0
CMP_SUP000017_60,SUP000017,Month_60,True,True,False,86.2,0
CMP_SUP000018_01,SUP000018,Month_01,False,True,True,64.8,0
CMP_SUP000018_02,SUP000018,Month_02,False,True,True,65.5,0
CMP_SUP000018_03,SUP000018,Month_03,False,True,True,64.4,0
CMP_SUP000018_04,SUP000018,Month_04,False,True,True,64.2,0
CMP_SUP000018_05,SUP000018,Month_05,False,True,True,63.6,0
CMP_SUP000018_06,SUP000018,Month_06,False,True,True,63.9,0
CMP_SUP000018_07,SUP000018,Month_07,False,True,True,63.2,0
CMP_SUP000018_08,SUP000018,Month_08,False,True,True,62.3,0
CMP_SUP000018_09,SUP000018,Month_09,False,True,True,62.3,0
CMP_SUP000018_10,SUP000018,Month_10,False,True,True,61.5,0
CMP_SUP000018_11,SUP000018,Month_11,False,True,True,60.6,0
CMP_SUP000018_12,SUP000018,Month_12,False,True,True,61.5,0
CMP_SUP000018_13,SUP000018,Month_13,False,True,True,60.7,0
CMP_SUP000018_14,SUP000018,Month_14,False,True,True,62.0,0
CMP_SUP000018_15,SUP000018,Month_15,False,True,True,61.7,2
CMP_SUP000018_16,SUP000018,Month_16,False,True,True,61.8,0
CMP_SUP000018_17,SUP000018,Month_17,False,True,True,62.7,0
CMP_SUP000018_18,SUP000018,Month_18,False,True,True,62.2,0
CMP_SUP000018_19,SUP000018,Month_19,False,True,True,62.4,0
CMP_SUP000018_20,SUP000018,Month_20,False,True,True,61.7,0
CMP_SUP000018_21,SUP000018,Month_21,False,True,True,60.8,0
CMP_SUP000018_22,SUP000018,Month_22,False,True,True,60.2,0
CMP_SUP000018_23,SUP000018,Month_23,False,True,True,60.8,0
CMP_SUP000018_24,SUP000018,Month_24,False,True,True,61.8,0
CMP_SUP000018_25,SUP000018,Month_25,False,True,True,61.3,0
CMP_SUP000018_26,SUP000018,Month_26,False,True,True,62.2,0
CMP_SUP000018_27,SUP000018,Month_27,False,True,True,60.9,0
CMP_SUP000018_28,SUP000018,Month_28,False,True,True,62.0,0
CMP_SUP000018_29,SUP000018,Month_29,False,True,True,62.5,0
CMP_SUP000018_30,SUP000018,Month_30,False,True,True,61.8,0
CMP_SUP000018_31,SUP000018,Month_31,False,True,True,60.6,0
CMP_SUP000018_32,SUP000018,Month_32,False,True,True,61.3,0
CMP_SUP000018_33,SUP000018,Month_33,False,True,True,61.6,0
CMP_SUP000018_34,SUP000018,Month_34,False,True,True,62.9,0
CMP_SUP000018_35,SUP000018,Month_35,False,True,True,62.1,0
CMP_SUP000018_36,SUP000018,Month_36,False,True,True,61.0,0
CMP_SUP000018_37,SUP000018,Month_37,False,True,True,60.3,0
CMP_SUP000018_38,SUP000018,Month_38,False,True,True,61.1,0
CMP_SUP000018_39,SUP000018,Month_39,False,True,True,62.4,0
CMP_SUP000018_40,SUP000018,Month_40,False,True,True,62.6,0
CMP_SUP000018_41,SUP000018,Month_41,False,True,True,61.2,1
CMP_SUP000018_42,SUP000018,Month_42,False,True,True,61.3,0
CMP_SUP000018_43,SUP000018,Month_43,False,True,True,61.3,0
CMP_SUP000018_44,SUP000018,Month_44,False,True,True,61.3,0
CMP_SUP000018_45,SUP000018,Month_45,False,True,True,62.6,0
CMP_SUP000018_46,SUP000018,Month_46,False,True,True,61.6,0
CMP_SUP000018_47,SUP000018,Month_47,False,True,True,61.8,0
CMP_SUP000018_48,SUP000018,Month_48,False,True,True,61.8,0
CMP_SUP000018_49,SUP000018,Month_49,False,True,True,60.8,0
CMP_SUP000018_50,SUP000018,Month_50,False,True,True,60.2,0
CMP_SUP000018_51,SUP000018,Month_51,False,True,True,61.0,0
CMP_SUP000018_52,SUP000018,Month_52,False,True,True,61.7,0
CMP_SUP000018_53,SUP000018,Month_53,False,True,True,62.3,0
CMP_SUP000018_54,SUP000018,Month_54,False,True,True,62.5,0
CMP_SUP000018_55,SUP000018,Month_55,False,True,True,62.7,0
CMP_SUP000018_56,SUP000018,Month_56,False,True,True,63.7,0
CMP_SUP000018_57,SUP000018,Month_57,False,True,True,63.1,0
CMP_SUP000018_58,SUP000018,Month_58,False,True,True,62.7,0
CMP_SUP000018_59,SUP000018,Month_59,False,True,True,64.0,0
CMP_SUP000018_60,SUP000018,Month_60,False,True,True,65.1,0
CMP_SUP000019_01,SUP000019,Month_01,True,True,True,73.8,0
CMP_SUP000019_02,SUP000019,Month_02,True,True,True,74.9,0
CMP_SUP000019_03,SUP000019,Month_03,True,True,True,74.5,0
CMP_SUP000019_04,SUP000019,Month_04,True,True,True,75.6,0
CMP_SUP000019_05,SUP000019,Month_05,True,True,True,75.1,0
CMP_SUP000019_06,SUP000019,Month_06,True,True,True,76.1,0
CMP_SUP000019_07,SUP000019,Month_07,True,True,True,77.0,0
CMP_SUP000019_08,SUP000019,Month_08,True,True,True,75.6,0
CMP_SUP000019_09,SUP000019,Month_09,True,True,True,74.7,0
CMP_SUP000019_10,SUP000019,Month_10,True,True,True,76.1,0
CMP_SUP000019_11,SUP000019,Month_11,True,True,True,76.6,0
CMP_SUP000019_12,SUP000019,Month_12,True,True,True,77.8,0
CMP_SUP000019_13,SUP000019,Month_13,True,True,True,78.8,0
CMP_SUP000019_14,SUP000019,Month_14,True,True,True,79.4,0
CMP_SUP000019_15,SUP000019,Month_15,True,True,True,80.5,0
CMP_SUP000019_16,SUP000019,Month_16,True,True,True,79.9,0
CMP_SUP000019_17,SUP000019,Month_17,True,True,True,79.9,0
CMP_SUP000019_18,SUP000019,Month_18,True,True,True,78.4,0
CMP_SUP000019_19,SUP000019,Month_19,True,True,True,79.1,0
CMP_SUP000019_20,SUP000019,Month_20,True,True,True,80.0,0
CMP_SUP000019_21,SUP000019,Month_21,True,True,True,79.5,0
CMP_SUP000019_22,SUP000019,Month_22,True,True,True,78.4,0
CMP_SUP000019_23,SUP000019,Month_23,True,True,True,77.2,0
CMP_SUP000019_24,SUP000019,Month_24,True,True,True,76.7,0
CMP_SUP000019_25,SUP000019,Month_25,True,True,True,76.9,0
CMP_SUP000019_26,SUP000019,Month_26,True,True,True,76.3,0
CMP_SUP000019_27,SUP000019,Month_27,True,True,True,75.5,0
CMP_SUP000019_28,SUP000019,Month_28,True,True,True,76.8,0
CMP_SUP000019_29,SUP000019,Month_29,True,True,True,76.0,0
CMP_SUP000019_30,SUP000019,Month_30,True,True,True,74.8,0
CMP_SUP000019_31,SUP000019,Month_31,True,True,True,75.8,0
CMP_SUP000019_32,SUP000019,Month_32,True,True,True,75.1,0
CMP_SUP000019_33,SUP000019,Month_33,True,True,True,74.4,0
CMP_SUP000019_34,SUP000019,Month_34,True,True,True,74.3,0
CMP_SUP000019_35,SUP000019,Month_35,True,True,True,74.6,0
CMP_SUP000019_36,SUP000019,Month_36,True,True,True,76.0,0
CMP_SUP000019_37,SUP000019,Month_37,True,True,True,75.2,0
CMP_SUP000019_38,SUP000019,Month_38,True,True,True,75.9,0
CMP_SUP000019_39,SUP000019,Month_39,True,True,True,74.8,0
CMP_SUP000019_40,SUP000019,Month_40,True,True,True,73.5,0
CMP_SUP000019_41,SUP000019,Month_41,True,True,True,73.5,0
CMP_SUP000019_42,SUP000019,Month_42,True,True,True,72.4,0
CMP_SUP000019_43,SUP000019,Month_43,True,True,True,73.2,0
CMP_SUP000019_44,SUP000019,Month_44,True,True,True,72.0,0
CMP_SUP000019_45,SUP000019,Month_45,True,True,True,70.9,0
CMP_SUP000019_46,SUP000019,Month_46,True,True,True,71.4,0
CMP_SUP000019_47,SUP000019,Month_47,True,True,True,72.3,0
CMP_SUP000019_48,SUP000019,Month_48,True,True,True,71.5,0
CMP_SUP000019_49,SUP000019,Month_49,True,True,True,70.4,0
CMP_SUP000019_50,SUP000019,Month_50,True,True,True,70.2,0
CMP_SUP000019_51,SUP000019,Month_51,True,True,True,71.7,0
CMP_SUP000019_52,SUP000019,Month_52,True,True,True,71.5,0
CMP_SUP000019_53,SUP000019,Month_53,True,True,True,70.4,0
CMP_SUP000019_54,SUP000019,Month_54,True,True,True,70.2,1
CMP_SUP000019_55,SUP000019,Month_55,True,True,True,68.9,0
CMP_SUP000019_56,SUP000019,Month_56,True,True,True,67.8,0
CMP_SUP000019_57,SUP000019,Month_57,True,True,True,67.1,0
CMP_SUP000019_58,SUP000019,Month_58,True,True,True,67.2,0
CMP_SUP000019_59,SUP000019,Month_59,True,True,True,66.4,0
CMP_SUP000019_60,SUP000019,Month_60,True,True,True,65.0,0
CMP_SUP000020_01,SUP000020,Month_01,True,True,True,88.5,0
CMP_SUP000020_02,SUP000020,Month_02,True,True,True,87.6,0
CMP_SUP000020_03,SUP000020,Month_03,True,True,True,86.3,0
CMP_SUP000020_04,SUP000020,Month_04,True,True,True,87.6,0
CMP_SUP000020_05,SUP000020,Month_05,True,True,True,87.3,0
CMP_SUP000020_06,SUP000020,Month_06,True,True,True,87.2,1
CMP_SUP000020_07,SUP000020,Month_07,True,True,True,87.2,0
CMP_SUP000020_08,SUP000020,Month_08,True,True,True,87.2,0
CMP_SUP000020_09,SUP000020,Month_09,True,True,True,88.6,0
CMP_SUP000020_10,SUP000020,Month_10,True,True,True,87.6,0
CMP_SUP000020_11,SUP000020,Month_11,True,True,True,86.6,0
CMP_SUP000020_12,SUP000020,Month_12,True,True,True,86.8,0
CMP_SUP000020_13,SUP000020,Month_13,True,True,True,87.6,0
CMP_SUP000020_14,SUP000020,Month_14,True,True,True,88.6,0
CMP_SUP000020_15,SUP000020,Month_15,True,True,True,89.9,0
CMP_SUP000020_16,SUP000020,Month_16,True,True,True,88.5,0
CMP_SUP000020_17,SUP000020,Month_17,True,True,True,88.5,0
CMP_SUP000020_18,SUP000020,Month_18,True,True,True,88.0,0
CMP_SUP000020_19,SUP000020,Month_19,True,True,True,88.5,0
CMP_SUP000020_20,SUP000020,Month_20,True,True,True,87.8,0
CMP_SUP000020_21,SUP000020,Month_21,True,True,True,87.9,0
CMP_SUP000020_22,SUP000020,Month_22,True,True,True,88.2,0
CMP_SUP000020_23,SUP000020,Month_23,True,True,True,88.5,0
CMP_SUP000020_24,SUP000020,Month_24,True,True,True,89.6,0
CMP_SUP000020_25,SUP000020,Month_25,True,True,True,89.5,0
CMP_SUP000020_26,SUP000020,Month_26,True,True,True,88.0,1
CMP_SUP000020_27,SUP000020,Month_27,True,True,True,89.0,0
CMP_SUP000020_28,SUP000020,Month_28,True,True,True,87.9,0
CMP_SUP000020_29,SUP000020,Month_29,True,True,True,88.7,0
CMP_SUP000020_30,SUP000020,Month_30,True,True,True,89.9,0
CMP_SUP000020_31,SUP000020,Month_31,True,True,True,91.1,0
CMP_SUP000020_32,SUP000020,Month_32,True,True,True,90.5,0
CMP_SUP000020_33,SUP000020,Month_33,True,True,True,90.7,0
CMP_SUP000020_34,SUP000020,Month_34,True,True,True,89.8,0
CMP_SUP000020_35,SUP000020,Month_35,True,True,True,91.3,0
CMP_SUP000020_36,SUP000020,Month_36,True,True,True,92.4,0
CMP_SUP000020_37,SUP000020,Month_37,True,True,True,91.2,1
CMP_SUP000020_38,SUP000020,Month_38,True,True,True,92.1,0
CMP_SUP000020_39,SUP000020,Month_39,True,True,True,91.0,0
CMP_SUP000020_40,SUP000020,Month_40,True,True,True,92.1,0
CMP_SUP000020_41,SUP000020,Month_41,True,True,True,92.4,0
CMP_SUP000020_42,SUP000020,Month_42,True,True,True,93.8,0
CMP_SUP000020_43,SUP000020,Month_43,True,True,True,92.9,0
CMP_SUP000020_44,SUP000020,Month_44,True,True,True,91.4,0
CMP_SUP000020_45,SUP000020,Month_45,True,True,True,90.7,0
CMP_SUP000020_46,SUP000020,Month_46,True,True,True,91.7,0
CMP_SUP000020_47,SUP000020,Month_47,True,True,True,90.4,0
CMP_SUP000020_48,SUP000020,Month_48,True,True,True,90.8,0
CMP_SUP000020_49,SUP000020,Month_49,True,True,True,89.7,0
CMP_SUP000020_50,SUP000020,Month_50,True,True,True,89.0,0
CMP_SUP000020_51,SUP000020,Month_51,True,True,True,90.0,0
CMP_SUP000020_52,SUP000020,Month_52,True,True,True,89.4,0
CMP_SUP000020_53,SUP000020,Month_53,True,True,True,88.6,0
CMP_SUP000020_54,SUP000020,Month_54,True,True,True,87.9,0
CMP_SUP000020_55,SUP000020,Month_55,True,True,True,88.5,0
CMP_SUP000020_56,SUP000020,Month_56,True,True,True,89.3,0
CMP_SUP000020_57,SUP000020,Month_57,True,True,True,88.7,1
CMP_SUP000020_58,SUP000020,Month_58,True,True,True,89.8,0
CMP_SUP000020_59,SUP000020,Month_59,True,True,True,89.1,0
CMP_SUP000020_60,SUP000020,Month_60,True,True,True,89.1,0
CMP_SUP000021_01,SUP000021,Month_01,True,False,True,85.7,0
CMP_SUP000021_02,SUP000021,Month_02,True,False,True,84.4,0
CMP_SUP000021_03,SUP000021,Month_03,True,False,True,82.9,0
CMP_SUP000021_04,SUP000021,Month_04,True,False,True,82.5,0
CMP_SUP000021_05,SUP000021,Month_05,True,False,True,82.3,0
CMP_SUP000021_06,SUP000021,Month_06,True,False,True,83.7,0
CMP_SUP000021_07,SUP000021,Month_07,True,False,True,84.2,0
CMP_SUP000021_08,SUP000021,Month_08,True,False,True,83.9,0
CMP_SUP000021_09,SUP000021,Month_09,True,False,True,84.7,0
CMP_SUP000021_10,SUP000021,Month_10,True,False,True,84.2,0
CMP_SUP000021_11,SUP000021,Month_11,True,False,True,83.2,0
CMP_SUP000021_12,SUP000021,Month_12,True,False,True,82.6,1
CMP_SUP000021_13,SUP000021,Month_13,True,False,True,82.6,0
CMP_SUP000021_14,SUP000021,Month_14,True,False,True,83.5,0
CMP_SUP000021_15,SUP000021,Month_15,True,False,True,83.6,0
CMP_SUP000021_16,SUP000021,Month_16,True,False,True,84.1,0
CMP_SUP000021_17,SUP000021,Month_17,True,False,True,83.9,0
CMP_SUP000021_18,SUP000021,Month_18,True,False,True,83.4,0
CMP_SUP000021_19,SUP000021,Month_19,True,False,True,84.5,0
CMP_SUP000021_20,SUP000021,Month_20,True,False,True,83.8,0
CMP_SUP000021_21,SUP000021,Month_21,True,False,True,84.1,0
CMP_SUP000021_22,SUP000021,Month_22,True,False,True,83.5,0
CMP_SUP000021_23,SUP000021,Month_23,True,False,True,84.5,0
CMP_SUP000021_24,SUP000021,Month_24,True,False,True,84.6,0
CMP_SUP000021_25,SUP000021,Month_25,True,False,True,86.1,1
CMP_SUP000021_26,SUP000021,Month_26,True,False,True,87.1,0
CMP_SUP000021_27,SUP000021,Month_27,True,False,True,88.2,0
CMP_SUP000021_28,SUP000021,Month_28,True,False,True,88.1,0
CMP_SUP000021_29,SUP000021,Month_29,True,False,True,87.8,1
CMP_SUP000021_30,SUP000021,Month_30,True,False,True,88.7,0
CMP_SUP000021_31,SUP000021,Month_31,True,False,True,90.0,0
CMP_SUP000021_32,SUP000021,Month_32,True,False,True,89.7,0
CMP_SUP000021_33,SUP000021,Month_33,True,False,True,90.6,0
CMP_SUP000021_34,SUP000021,Month_34,True,False,True,89.2,0
CMP_SUP000021_35,SUP000021,Month_35,True,False,True,89.3,1
CMP_SUP000021_36,SUP000021,Month_36,True,False,True,90.1,0
CMP_SUP000021_37,SUP000021,Month_37,True,False,True,90.6,1
CMP_SUP000021_38,SUP000021,Month_38,True,False,True,91.0,0
CMP_SUP000021_39,SUP000021,Month_39,True,False,True,90.9,0
CMP_SUP000021_40,SUP000021,Month_40,True,False,True,92.0,0
CMP_SUP000021_41,SUP000021,Month_41,True,False,True,92.2,0
CMP_SUP000021_42,SUP000021,Month_42,True,False,True,93.2,0
CMP_SUP000021_43,SUP000021,Month_43,True,False,True,92.2,0
CMP_SUP000021_44,SUP000021,Month_44,True,False,True,91.3,0
CMP_SUP000021_45,SUP000021,Month_45,True,False,True,90.6,1
CMP_SUP000021_46,SUP000021,Month_46,True,False,True,91.8,0
CMP_SUP000021_47,SUP000021,Month_47,True,False,True,91.4,0
CMP_SUP000021_48,SUP000021,Month_48,True,False,True,92.2,0
CMP_SUP000021_49,SUP000021,Month_49,True,False,True,93.6,0
CMP_SUP000021_50,SUP000021,Month_50,True,False,True,92.2,0
CMP_SUP000021_51,SUP000021,Month_51,True,False,True,92.6,0
CMP_SUP000021_52,SUP000021,Month_52,True,False,True,92.8,0
CMP_SUP000021_53,SUP000021,Month_53,True,False,True,94.0,0
CMP_SUP000021_54,SUP000021,Month_54,True,False,True,94.4,0
CMP_SUP000021_55,SUP000021,Month_55,True,False,True,93.3,0
CMP_SUP000021_56,SUP000021,Month_56,True,False,True,91.8,0
CMP_SUP000021_57,SUP000021,Month_57,True,False,True,91.0,0
CMP_SUP000021_58,SUP000021,Month_58,True,False,True,92.2,0
CMP_SUP000021_59,SUP000021,Month_59,True,False,True,93.1,0
CMP_SUP000021_60,SUP000021,Month_60,True,False,True,92.6,0
CMP_SUP000022_01,SUP000022,Month_01,True,True,False,74.8,0
CMP_SUP000022_02,SUP000022,Month_02,True,True,False,75.2,0
CMP_SUP000022_03,SUP000022,Month_03,True,True,False,75.0,0
CMP_SUP000022_04,SUP000022,Month_04,True,True,False,76.2,0
CMP_SUP000022_05,SUP000022,Month_05,True,True,False,75.9,0
CMP_SUP000022_06,SUP000022,Month_06,True,True,False,75.4,0
CMP_SUP000022_07,SUP000022,Month_07,True,True,False,74.8,0
CMP_SUP000022_08,SUP000022,Month_08,True,True,False,74.8,0
CMP_SUP000022_09,SUP000022,Month_09,True,True,False,75.0,0
CMP_SUP000022_10,SUP000022,Month_10,True,True,False,73.6,0
CMP_SUP000022_11,SUP000022,Month_11,True,True,False,72.7,0
CMP_SUP000022_12,SUP000022,Month_12,True,True,False,71.2,0
CMP_SUP000022_13,SUP000022,Month_13,True,True,False,72.6,0
CMP_SUP000022_14,SUP000022,Month_14,True,True,False,71.2,0
CMP_SUP000022_15,SUP000022,Month_15,True,True,False,72.4,0
CMP_SUP000022_16,SUP000022,Month_16,True,True,False,73.3,0
CMP_SUP000022_17,SUP000022,Month_17,True,True,False,72.9,0
CMP_SUP000022_18,SUP000022,Month_18,True,True,False,72.6,0
CMP_SUP000022_19,SUP000022,Month_19,True,True,False,71.8,0
CMP_SUP000022_20,SUP000022,Month_20,True,True,False,71.1,0
CMP_SUP000022_21,SUP000022,Month_21,True,True,False,69.8,0
CMP_SUP000022_22,SUP000022,Month_22,True,True,False,68.7,0
CMP_SUP000022_23,SUP000022,Month_23,True,True,False,70.0,0
CMP_SUP000022_24,SUP000022,Month_24,True,True,False,70.2,0
CMP_SUP000022_25,SUP000022,Month_25,True,True,False,71.3,0
CMP_SUP000022_26,SUP000022,Month_26,True,True,False,70.9,0
CMP_SUP000022_27,SUP000022,Month_27,True,True,False,71.0,0
CMP_SUP000022_28,SUP000022,Month_28,True,True,False,71.6,0
CMP_SUP000022_29,SUP000022,Month_29,True,True,False,70.6,0
CMP_SUP000022_30,SUP000022,Month_30,True,True,False,70.3,0
CMP_SUP000022_31,SUP000022,Month_31,True,True,False,70.2,0
CMP_SUP000022_32,SUP000022,Month_32,True,True,False,71.3,0
CMP_SUP000022_33,SUP000022,Month_33,True,True,False,72.2,0
CMP_SUP000022_34,SUP000022,Month_34,True,True,False,72.3,0
CMP_SUP000022_35,SUP000022,Month_35,True,True,False,71.5,0
CMP_SUP000022_36,SUP000022,Month_36,True,True,False,70.7,0
CMP_SUP000022_37,SUP000022,Month_37,True,True,False,70.8,0
CMP_SUP000022_38,SUP000022,Month_38,True,True,False,70.1,0
CMP_SUP000022_39,SUP000022,Month_39,True,True,False,69.0,0
CMP_SUP000022_40,SUP000022,Month_40,True,True,False,68.5,0
CMP_SUP000022_41,SUP000022,Month_41,True,True,False,69.6,0
CMP_SUP000022_42,SUP000022,Month_42,True,True,False,69.1,0
CMP_SUP000022_43,SUP000022,Month_43,True,True,False,68.9,0
CMP_SUP000022_44,SUP000022,Month_44,True,True,False,69.2,1
CMP_SUP000022_45,SUP000022,Month_45,True,True,False,70.2,0
CMP_SUP000022_46,SUP000022,Month_46,True,True,False,69.8,0
CMP_SUP000022_47,SUP000022,Month_47,True,True,False,68.8,0
CMP_SUP000022_48,SUP000022,Month_48,True,True,False,68.0,0
CMP_SUP000022_49,SUP000022,Month_49,True,True,False,67.2,0
CMP_SUP000022_50,SUP000022,Month_50,True,True,False,68.1,0
CMP_SUP000022_51,SUP000022,Month_51,True,True,False,67.5,0
CMP_SUP000022_52,SUP000022,Month_52,True,True,False,66.6,0
CMP_SUP000022_53,SUP000022,Month_53,True,True,False,67.1,0
CMP_SUP000022_54,SUP000022,Month_54,True,True,False,66.0,0
CMP_SUP000022_55,SUP000022,Month_55,True,True,False,64.6,1
CMP_SUP000022_56,SUP000022,Month_56,True,True,False,64.9,0
CMP_SUP000022_57,SUP000022,Month_57,True,True,False,66.1,0
CMP_SUP000022_58,SUP000022,Month_58,True,True,False,66.4,0
CMP_SUP000022_59,SUP000022,Month_59,True,True,False,65.2,0
CMP_SUP000022_60,SUP000022,Month_60,True,True,False,64.2,0
CMP_SUP000023_01,SUP000023,Month_01,True,True,True,83.7,0
CMP_SUP000023_02,SUP000023,Month_02,True,True,True,85.0,0
CMP_SUP000023_03,SUP000023,Month_03,True,True,True,84.7,0
CMP_SUP000023_04,SUP000023,Month_04,True,True,True,84.8,0
CMP_SUP000023_05,SUP000023,Month_05,True,True,True,85.3,0
CMP_SUP000023_06,SUP000023,Month_06,True,True,True,84.7,0
CMP_SUP000023_07,SUP000023,Month_07,True,True,True,83.3,0
CMP_SUP000023_08,SUP000023,Month_08,True,True,True,84.2,1
CMP_SUP000023_09,SUP000023,Month_09,True,True,True,83.5,0
CMP_SUP000023_10,SUP000023,Month_10,True,True,True,83.9,0
CMP_SUP000023_11,SUP000023,Month_11,True,True,True,83.7,0
CMP_SUP000023_12,SUP000023,Month_12,True,True,True,83.7,0
CMP_SUP000023_13,SUP000023,Month_13,True,True,True,85.2,0
CMP_SUP000023_14,SUP000023,Month_14,True,True,True,85.6,0
CMP_SUP000023_15,SUP000023,Month_15,True,True,True,85.9,1
CMP_SUP000023_16,SUP000023,Month_16,True,True,True,86.6,0
CMP_SUP000023_17,SUP000023,Month_17,True,True,True,87.0,0
CMP_SUP000023_18,SUP000023,Month_18,True,True,True,87.0,0
CMP_SUP000023_19,SUP000023,Month_19,True,True,True,85.6,0
CMP_SUP000023_20,SUP000023,Month_20,True,True,True,85.8,0
CMP_SUP000023_21,SUP000023,Month_21,True,True,True,85.5,0
CMP_SUP000023_22,SUP000023,Month_22,True,True,True,85.0,0
CMP_SUP000023_23,SUP000023,Month_23,True,True,True,84.0,0
CMP_SUP000023_24,SUP000023,Month_24,True,True,True,83.7,0
CMP_SUP000023_25,SUP000023,Month_25,True,True,True,82.6,0
CMP_SUP000023_26,SUP000023,Month_26,True,True,True,82.3,0
CMP_SUP000023_27,SUP000023,Month_27,True,True,True,80.8,0
CMP_SUP000023_28,SUP000023,Month_28,True,True,True,81.2,1
CMP_SUP000023_29,SUP000023,Month_29,True,True,True,82.2,0
CMP_SUP000023_30,SUP000023,Month_30,True,True,True,83.4,0
CMP_SUP000023_31,SUP000023,Month_31,True,True,True,83.1,0
CMP_SUP000023_32,SUP000023,Month_32,True,True,True,84.1,0
CMP_SUP000023_33,SUP000023,Month_33,True,True,True,83.3,0
CMP_SUP000023_34,SUP000023,Month_34,True,True,True,84.0,0
CMP_SUP000023_35,SUP000023,Month_35,True,True,True,82.5,0
CMP_SUP000023_36,SUP000023,Month_36,True,True,True,82.5,0
CMP_SUP000023_37,SUP000023,Month_37,True,True,True,81.3,0
CMP_SUP000023_38,SUP000023,Month_38,True,True,True,80.6,0
CMP_SUP000023_39,SUP000023,Month_39,True,True,True,81.1,0
CMP_SUP000023_40,SUP000023,Month_40,True,True,True,82.3,0
CMP_SUP000023_41,SUP000023,Month_41,True,True,True,83.6,0
CMP_SUP000023_42,SUP000023,Month_42,True,True,True,84.2,0
CMP_SUP000023_43,SUP000023,Month_43,True,True,True,84.2,0
CMP_SUP000023_44,SUP000023,Month_44,True,True,True,84.6,0
CMP_SUP000023_45,SUP000023,Month_45,True,True,True,84.3,0
CMP_SUP000023_46,SUP000023,Month_46,True,True,True,84.9,0
CMP_SUP000023_47,SUP000023,Month_47,True,True,True,85.4,0
CMP_SUP000023_48,SUP000023,Month_48,True,True,True,86.8,0
CMP_SUP000023_49,SUP000023,Month_49,True,True,True,86.6,0
CMP_SUP000023_50,SUP000023,Month_50,True,True,True,86.6,0
CMP_SUP000023_51,SUP000023,Month_51,True,True,True,87.7,0
CMP_SUP000023_52,SUP000023,Month_52,True,True,True,88.6,0
CMP_SUP000023_53,SUP000023,Month_53,True,True,True,89.7,0
CMP_SUP000023_54,SUP000023,Month_54,True,True,True,90.9,0
CMP_SUP000023_55,SUP000023,Month_55,True,True,True,92.3,0
CMP_SUP000023_56,SUP000023,Month_56,True,True,True,93.3,0
CMP_SUP000023_57,SUP000023,Month_57,True,True,True,92.5,0
CMP_SUP000023_58,SUP000023,Month_58,True,True,True,93.5,0
CMP_SUP000023_59,SUP000023,Month_59,True,True,True,92.7,1
CMP_SUP000023_60,SUP000023,Month_60,True,True,True,92.6,0
CMP_SUP000024_01,SUP000024,Month_01,True,False,True,75.0,0
CMP_SUP000024_02,SUP000024,Month_02,True,False,True,74.1,0
CMP_SUP000024_03,SUP000024,Month_03,True,False,True,73.9,0
CMP_SUP000024_04,SUP000024,Month_04,True,False,True,74.9,0
CMP_SUP000024_05,SUP000024,Month_05,True,False,True,74.8,0
CMP_SUP000024_06,SUP000024,Month_06,True,False,True,73.6,0
CMP_SUP000024_07,SUP000024,Month_07,True,False,True,73.0,0
CMP_SUP000024_08,SUP000024,Month_08,True,False,True,72.9,0
CMP_SUP000024_09,SUP000024,Month_09,True,False,True,73.4,0
CMP_SUP000024_10,SUP000024,Month_10,True,False,True,73.1,0
CMP_SUP000024_11,SUP000024,Month_11,True,False,True,72.9,0
CMP_SUP000024_12,SUP000024,Month_12,True,False,True,71.5,0
CMP_SUP000024_13,SUP000024,Month_13,True,False,True,72.7,0
CMP_SUP000024_14,SUP000024,Month_14,True,False,True,73.1,0
CMP_SUP000024_15,SUP000024,Month_15,True,False,True,72.4,0
CMP_SUP000024_16,SUP000024,Month_16,True,False,True,73.2,0
CMP_SUP000024_17,SUP000024,Month_17,True,False,True,72.5,0
CMP_SUP000024_18,SUP000024,Month_18,True,False,True,71.7,0
CMP_SUP000024_19,SUP000024,Month_19,True,False,True,71.7,0
CMP_SUP000024_20,SUP000024,Month_20,True,False,True,72.0,0
CMP_SUP000024_21,SUP000024,Month_21,True,False,True,71.8,0
CMP_SUP000024_22,SUP000024,Month_22,True,False,True,71.1,0
CMP_SUP000024_23,SUP000024,Month_23,True,False,True,69.7,0
CMP_SUP000024_24,SUP000024,Month_24,True,False,True,68.9,0
CMP_SUP000024_25,SUP000024,Month_25,True,False,True,68.6,0
CMP_SUP000024_26,SUP000024,Month_26,True,False,True,67.2,0
CMP_SUP000024_27,SUP000024,Month_27,True,False,True,65.8,0
